MLA-C01 • DOMAIN 4,GHÉP TÌNH HUỐNG,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,
116 mục • 12 cột,Tình huống: C:D • Đáp án: E,Task 4.1 + 4.2 + 4.3,,,,,,,,,
Keyword cần nhớ: cột B,Giải thích: F • Bẫy: G,3 module • Có phần mở rộng GenAI,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: K • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,
Key / Mẫu ghép,Keyword nhận diện,Situation / Prompt (EN),Tình huống (VI),Đáp án / Ghép phù hợp,Vì sao chọn,Phân biệt / Phương án nhiễu,Liên hệ quy trình / Điểm nhớ,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D4-M38 — GPU nhàn rỗi nhưng CPU cao,GPU idle • CPU-bound • workload fit,A serving workload uses little GPU capacity but its CPU stays busy. The model and preprocessing path must retain their current accuracy and latency objectives. Which optimization direction is most appropriate?,"Workload serving dùng ít GPU nhưng CPU bận. Model và preprocessing vẫn phải giữ accuracy, latency. Hướng tối ưu nào phù hợp?","Profile bottleneck và thử cấu hình CPU/compute optimized hoặc tối ưu preprocessing, rồi so với GPU baseline.",GPU không được dùng hiệu quả có thể là chi phí dư; nhưng phải xác định CPU đang xử lý model hay phần bên ngoài để sửa đúng.,Mua GPU lớn hơn theo mặc định; chuyển CPU mà không kiểm model compatibility/throughput.,D4-P19; D4-P21,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M39 — Máy rẻ không đủ working set,28% × 64 GiB • 8 GiB candidate,A model's observed memory use is about 28% of a 64-GiB instance. A cheaper candidate has 8 GiB of memory. Can the team accept it based only on a lower CPU price and add more replicas?,Model dùng khoảng 28% RAM của instance 64 GiB. Candidate rẻ hơn chỉ có 8 GiB. Có thể chọn chỉ dựa giá CPU thấp và tăng số replica không?,"Không; cần mỗi replica đủ khoảng 17,92 GiB working set cộng headroom, rồi benchmark.",Nhiều replica không tự chia memory của một model; model phải load và xử lý được trên từng replica trừ khi thiết kế phân mảnh/parallelism riêng.,Ví dụ c5.xlarge trong video không nhất quán với memory baseline; không dùng như cấu hình thay thế chắc chắn.,D4-P19,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://aws.amazon.com/ec2/instance-types/c5/",16/09/2026
D4-M40 — Cần benchmark traffic riêng,custom traffic • latency requirement,The team already has several instance candidates and needs to test them against a specified traffic pattern and latency target. Which Inference Recommender job is the closer fit?,Nhóm đã có vài instance candidate và cần test theo traffic pattern cùng latency target cụ thể. Job nào của Inference Recommender phù hợp hơn?,"Endpoint recommendation job nâng cao, sau bước chuẩn bị model/payload và candidate.",Nâng cao cho bài test gắn yêu cầu workload; default hữu ích để nhận shortlist ban đầu.,Không coi thời gian trung bình 2 giờ là deadline bảo đảm; Compute Optimizer không thay load test này.,D4-P20,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M41 — Người dùng chờ dù endpoint khỏe,end-to-end • downstream dependency,"Endpoint metrics look normal, but requests through an API, Lambda function, model endpoint, and database are slow. Which tool helps identify where the request spends its time?","Metric endpoint bình thường nhưng request đi qua API, Lambda, model và database bị chậm. Công cụ nào giúp biết thời gian nằm ở đâu?","AWS X-Ray hoặc distributed tracing tương ứng đã instrument, kết hợp metric và log.","Trace biểu diễn đường request qua dependency, giúp xác định critical path trước khi thay capacity model.",CloudTrail cho lịch sử API/actor; Cost Explorer cho cost; không thay phân rã latency theo request.,D4-P21,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M42 — Lỗi mới sau release,log patterns • compare periods,A new release introduces recurring timeout messages. Engineers need to group errors by version and compare logs with the previous period. Which capability fits this investigation?,Release mới tạo timeout lặp. Kỹ sư cần nhóm lỗi theo version và so log với giai đoạn trước. Khả năng nào phù hợp?,"CloudWatch Logs Insights, dùng query/aggregation và Patterns/Compare khi phù hợp.","Log records cung cấp exception và metadata cụ thể, giúp nối regression với version/dependency.",Không dùng model retraining để sửa timeout code; giới hạn log groups/time range để giảm scan cost.,D4-P22,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M43 — Lambda preprocessing là nghi phạm,function memory • duration,"The inference model responds quickly, but the preprocessing Lambda function has long durations and possible memory pressure. Where should the team investigate resource usage?",Model trả nhanh nhưng Lambda preprocessing có duration dài và nghi thiếu memory. Nên xem tài nguyên ở đâu?,CloudWatch Lambda Insights kết hợp function logs và trace.,Nó hỗ trợ xem lớp Lambda đang tiêu thụ tài nguyên thế nào để thử memory/config phù hợp.,Tăng instance endpoint không sửa được function bottleneck; vẫn cần phân biệt Lambda compute với thời gian chờ dependency.,D4-P22,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M44 — Ai đổi endpoint trước khi bill tăng,API audit • actor • configuration,"Serving cost rises immediately after an endpoint configuration change. The team needs evidence of the API action, actor, and time of change. Which service is the best match?","Serving cost tăng ngay sau đổi cấu hình endpoint. Nhóm cần bằng chứng API action, actor và thời điểm thay đổi. Dịch vụ nào phù hợp?",AWS CloudTrail; correlate audit event với cost và performance timeline.,Audit giúp biết thay đổi nào và ai thực hiện; cost/metrics xác nhận tác động chứ audit riêng không chứng minh mọi nguyên nhân.,"X-Ray dùng trace request latency, không thay đầy đủ audit control-plane activity.",D4-P22,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M45 — Một dashboard cho hai Region,cross-Region operational view,"An on-call team wants a single view of invocation volume, p99 latency, and errors for endpoints in two Regions. Which dashboard option is most direct?","Nhóm on-call muốn một màn hình volume, p99 latency và errors của endpoint tại hai Region. Chọn dashboard nào trực tiếp nhất?",Amazon CloudWatch dashboard với widgets/metrics từ các Region cần xem.,Đây là nhu cầu quan sát vận hành; CloudWatch tập trung metric và liên kết alarm/investigation phù hợp.,Quick Sight hợp báo cáo BI rộng hơn; EventBridge là routing events. Cross-account access cần cấu hình riêng nếu có.,D4-P23,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M46 — Báo cáo chi phí cùng doanh thu,BI • multiple datasets • business trends,"Business stakeholders want to combine ML costs, operational metrics, spreadsheets, and product revenue into an interactive trend report. Which service capability fits?","Người quản lý muốn ghép chi phí ML, metric vận hành, spreadsheet và doanh thu sản phẩm thành báo cáo xu hướng tương tác. Công cụ nào phù hợp?","Amazon Quick Sight với datasets, quyền truy cập và refresh được thiết lập.","BI thích hợp phân tích nhiều nguồn, business trends và unit cost theo sản phẩm.",Không dùng EventBridge làm dashboard; cần kiểm freshness dữ liệu để tránh so kỳ lệch.,D4-P23,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M47 — Scale policy đúng nhưng bị giới hạn,quota • maximum capacity,"An autoscaling policy permits 20 instances, but the account's relevant regional quota allows only 10. What should be addressed before the expected traffic peak?",Autoscaling policy cho phép 20 instance nhưng quota tương ứng ở Region chỉ cho 10. Cần xử lý gì trước peak?,"Review và xin tăng quota được điều chỉnh, đồng thời xác nhận capacity thực tế và warm-up.",Policy không vượt hạn mức tài khoản. Quota và availability là hai ràng buộc riêng.,Tăng quota không giữ sẵn physical instances và không đặt budget USD.,D4-P24; D4-P25,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M48 — GPU cần đúng cửa sổ tương lai,planned training • reserve future capacity,A team needs supported GPU capacity for a short training window planned in advance and wants predictable access during that window. Which option should it evaluate?,Nhóm cần GPU được hỗ trợ cho một đợt training ngắn đã biết trước và muốn có capacity đúng cửa sổ đó. Nên xem lựa chọn nào?,"EC2 Capacity Blocks for ML, sau khi kiểm offering, Region, quota và thời gian.","Capacity Blocks phù hợp nhu cầu có lịch, duration rõ; chuẩn bị job trước window tránh phí idle đã đặt.","Spot có thể không có hoặc bị gián đoạn; Savings Plans là cam kết giá/usage, không thay GPU window reservation.",D4-P24,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M49 — Ít request nhưng nhạy cold start,sporadic traffic • warm serverless,"A model receives sporadic requests, but startup delays are unacceptable for the expected concurrent load. What should the team evaluate if the model is compatible with serverless inference?",Model nhận request thưa nhưng không chấp nhận startup delay cho mức concurrency dự kiến. Nếu model tương thích serverless thì nên đánh giá gì?,"SageMaker Serverless Inference với provisioned concurrency phù hợp, so chi phí với endpoint cấp sẵn.","Warm capacity giảm cold start cho phần request được capacity đó bao phủ, đổi lại phí giữ sẵn.",Không bảo đảm mọi burst vượt warm pool đều không cold start; phải kiểm max concurrency/quota/features.,D4-P25; cold start/provisioned concurrency,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M50 — Traffic tăng vào giờ cố định,scheduled + target tracking,"Traffic peaks at a known time each day, while unexpected bursts also occur. Which scaling combination can prepare resources early and still react to actual demand?",Traffic đạt peak vào giờ cố định mỗi ngày nhưng còn có burst bất ngờ. Kết hợp scaling nào vừa chuẩn bị sớm vừa phản ứng tải thật?,Scheduled scaling trước peak + target tracking trong min/max phù hợp.,Lịch giải quyết thời gian chuẩn bị; target tracking điều chỉnh theo nhu cầu ngoài dự báo.,Chỉ reactive scale có thể tới muộn vì model warm-up; chỉ schedule có thể bỏ lỡ spike.,D4-P25,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M51 — Scale theo mức vượt alarm,small breach versus large breach,The team wants a small capacity increase for a minor threshold breach and a larger increase for a severe breach. Which policy type expresses this requirement?,Nhóm muốn tăng ít capacity khi vượt ngưỡng nhẹ và tăng nhiều khi vượt nghiêm trọng. Policy nào diễn đạt yêu cầu đó?,Step scaling với các breach ranges và scaling adjustments.,Step scaling cho phản ứng nhiều mức theo độ lớn breach.,Target tracking cố giữ một target; scheduled scaling theo thời điểm. Các số bước cần test tránh oscillation.,D4-P25,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M52 — Đã tag nhưng Cost Explorer chưa thấy,apply tag • activate • propagation delay,"Resources have a Project tag, but the tag is not yet available as a usable billing allocation dimension. What step is missing or still pending?",Resource đã có tag Project nhưng chưa dùng được tag để phân bổ billing. Bước nào còn thiếu hoặc đang chờ?,Kích hoạt cost allocation tag trong Billing rồi đợi/kiểm dữ liệu cập nhật.,Resource tagging và billing activation là hai bước khác nhau; cần xác minh coverage và dữ liệu xuất hiện.,Không xóa/tạo lại resource chỉ vì tag chưa hiện ngay; không giả định tag propagation sang mọi child resource.,D4-P26,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html",16/09/2026
D4-M53 — Cảnh báo trước khi hết tháng,forecast exceeds budget,"A project has not exceeded its budget yet, but its projected month-end cost is too high. Which tool and alert type provide an early warning?",Dự án chưa vượt ngân sách nhưng dự báo cuối tháng vượt cao. Công cụ và loại alert nào cảnh báo sớm?,"AWS Budgets với forecast-based threshold, scoped theo project/tag phù hợp.",Forecast cho phép phản ứng trước khi actual spend vượt; actual alert vẫn hữu ích để theo dõi phần đã chi.,Budget alert không tự là trần chi tiêu thời gian thực; cost data có độ trễ.,D4-P27,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M54 — Cần biết dịch vụ nào làm bill tăng,group/filter cost history,"The team needs an interactive historical view grouped by service, Region, and project tag to locate the largest cost increase. Which tool should it start with?","Nhóm cần xem lịch sử tương tác theo service, Region, Project tag để tìm phần tăng chi phí lớn nhất. Nên bắt đầu bằng gì?","AWS Cost Explorer, rồi drill down và đối chiếu telemetry.",Group/filter giúp tìm cost driver nhanh trước khi truy sâu line-item data.,Logs Insights phân tích log chứ không thay billing analysis; tag chưa active/phủ đủ sẽ làm phân bổ thiếu.,D4-P27,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M55 — Cần line-item billing để query riêng,granular billing • custom allocation,"Cost Explorer identifies the affected service, but analysts need detailed usage records and tag dimensions for a custom allocation query. Which data source fits?",Cost Explorer đã chỉ ra dịch vụ liên quan nhưng analyst cần usage record chi tiết và tag dimensions để truy vấn phân bổ riêng. Nguồn nào phù hợp?,AWS Cost and Usage Report hoặc detailed billing export phù hợp.,"Granular records hỗ trợ điều tra usage types, account, time và allocation dimensions sâu hơn dashboard tổng.",CloudTrail là audit events; không cung cấp toàn bộ bản ghi tính phí thay CUR.,D4-P27,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M56 — Tìm resource idle theo best practices,recommendation checks • review owner,A team wants a review list of supported idle or underused resources and other cost best-practice findings. Which service can help produce such findings?,Nhóm muốn danh sách review resource idle/dùng ít được hỗ trợ và các finding best practice về cost. Dịch vụ nào giúp?,AWS Trusted Advisor; có thể bổ sung Compute Optimizer theo resource/support phù hợp.,"Recommendation giúp ưu tiên cơ hội tiết kiệm, nhưng phải kiểm owner, lịch sử dụng và coverage.",Finding không đồng nghĩa được phép xóa ngay; Trusted Advisor không thay benchmark model-specific.,D4-P27; D4-P40,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M57 — Training chịu gián đoạn có checkpoint,interruptible long job • resume,A long training job can tolerate delayed completion and can restore its state from durable checkpoints. Which purchasing approach is a strong cost-optimization candidate?,Job training dài chấp nhận hoàn thành muộn và phục hồi state từ checkpoint bền vững. Hình thức nào là ứng viên tốt để giảm chi phí?,SageMaker Managed Spot Training với checkpoint và runtime/wait limits đúng.,Workload chịu interruption có thể đổi rủi ro chờ/phục hồi lấy compute cost thấp hơn.,Không dùng Spot như capacity guaranteed cho deadline cứng; bật Spot không tự làm code hỗ trợ checkpoint.,D4-P29,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M58 — Checkpoint không giới hạn tổng delay,30-minute checkpoint • queue/restart,A training job checkpoints every 30 minutes. Does this guarantee that a Spot interruption adds at most 30 minutes to completion time?,Job checkpoint mỗi 30 phút. Có bảo đảm một lần Spot interruption chỉ làm chậm tối đa 30 phút không?,"Không; checkpoint giới hạn phần work phải làm lại theo điều kiện, không giới hạn tổng thời gian chờ/resume.","Capacity wait, restart, restore và interruptions tiếp theo đều ảnh hưởng wall-clock completion.",Không đồng nhất lost computation với elapsed delay; cần max wait/deadline budget thực tế.,D4-P29,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
"D4-M59 — Endpoint SageMaker luôn chạy, chọn cam kết",managed SageMaker billing • eligible plan,A managed SageMaker real-time endpoint has a stable long-term usage baseline. Which commitment should be evaluated rather than assuming an EC2 Reserved Instance discounts the endpoint charge?,Endpoint SageMaker real-time managed có baseline ổn định dài hạn. Nên đánh giá cam kết nào thay vì nghĩ EC2 RI giảm phí endpoint?,"SageMaker AI Savings Plans cho usage đủ điều kiện, sau rightsizing.",Plan phải khớp dịch vụ tính phí; underlying compute không biến SageMaker charge thành EC2 usage.,Không mua theo peak hoặc mong EC2 RI tự áp cho ml.* endpoint; kiểm eligibility và utilization.,D4-P28,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://aws.amazon.com/savingsplans/ml-pricing/",16/09/2026
D4-M60 — Lambda/Fargate và hai plan EC2,Compute SP versus EC2 Instance SP,A purchasing comparison claims both Compute Savings Plans and EC2 Instance Savings Plans cover Lambda and Fargate. Is that statement correct?,So sánh purchasing nói cả Compute Savings Plans lẫn EC2 Instance Savings Plans đều bao phủ Lambda và Fargate. Có đúng không?,Không. Compute SP có phạm vi EC2/Lambda/Fargate; EC2 Instance SP gắn usage EC2 trong family/Region chọn.,Phân biệt scope trước khi xét discount; slide/transcript khái quát quá rộng có thể dẫn tới chọn sai plan.,Không lấy tên Savings Plans làm bằng chứng mọi service đều covered; plan SageMaker cũng có eligibility riêng.,D4-P28,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/savingsplans/latest/userguide/plan-types.html",16/09/2026
D4-M61 — Nhiều endpoint ít dùng,consolidate models • memory cache,Many compatible models each have a lightly used dedicated endpoint. Occasional model-loading latency is acceptable after testing. Which hosting option can reduce idle infrastructure?,Nhiều model tương thích mỗi model có endpoint riêng ít dùng. Đã test và chấp nhận model-loading latency thỉnh thoảng. Hosting nào giảm hạ tầng idle?,SageMaker multi-model endpoint với model loading/cache trên fleet chung.,"Consolidation chia capacity giữa model, giảm giữ fleet riêng suốt ngày.","Không đảm bảo hot model luôn ở RAM; phải kiểm compatibility, memory và noisy neighbor.",D4-P30,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M62 — Tối ưu runtime thay vì retrain,target-specific compilation,A compatible trained model needs better inference efficiency on its target hardware without changing the training task. Which SageMaker capability should be evaluated?,Model đã train tương thích cần inference hiệu quả hơn trên hardware đích mà không đổi bài toán training. Nên xem khả năng SageMaker nào?,"SageMaker Neo compilation, sau đó kiểm accuracy và benchmark.",Compilation tối ưu execution cho target; giảm capacity chỉ sau đo throughput/latency đạt yêu cầu.,"2,3× trong bài không phải bảo đảm; compile không thay kiểm numerical behavior hoặc framework support.",D4-P31,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M63 — Ít request nhưng output dài hơn,flat calls • more generated tokens,"Invocation count stays flat, but the application's model bill and latency increase after responses become longer. What should be examined first?",Invocation count giữ nguyên nhưng bill model và latency tăng sau khi response dài hơn. Nên kiểm gì trước?,"Output token distribution, rates và prompt/output controls; đối chiếu chất lượng cần giữ.","Generated tokens có thể là driver cả cost lẫn latency, thường có giá khác input.",Không kết luận model provider tăng giá hoặc hạ tầng cần scale chỉ từ số calls; không học tỷ lệ output/input cố định.,D4-P32; D4-P33,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M64 — Idle model API không bằng idle app miễn phí,no invocation • supporting services remain,No on-demand model invocations occur overnight. Can the team assume the entire GenAI application has zero overnight cost?,Không có on-demand model invocation ban đêm. Có thể coi toàn ứng dụng GenAI không mất chi phí ban đêm không?,Không; phần invocation có thể không phát sinh nhưng storage/vector service/logs/warm capacity có thể còn phí.,Phải xem toàn cost stack và mode capacity đang duy trì.,Nhầm usage-priced model calls với toàn bộ bill; PT/provisioned concurrency còn phí thời gian theo cấu hình.,D4-P32; D4-P38; D4-P39,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
"D4-M65 — System prompt giống nhau, câu hỏi khác",prefix reuse • still generate answer,"Many requests contain the same long instructions but ask different questions, so each needs a new response. Which caching approach targets repeated prompt processing?","Nhiều request có cùng hướng dẫn dài nhưng câu hỏi khác, mỗi request cần response mới. Cache nào nhắm phần xử lý prompt lặp?",Bedrock prompt caching trên prefix đủ điều kiện và model/API hỗ trợ.,Cache tái dùng xử lý prefix; generation cho câu hỏi mới vẫn diễn ra.,"Semantic response cache trả answer cũ, không tương đương. Phải đo read/write/hit và kiểm TTL/minimum theo model.",D4-P34,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
"D4-M66 — Cùng ý câu hỏi, đáp án còn hợp lệ",semantic similarity • valid response reuse,A large share of questions repeats the same meaning with different wording. Valid answers can be reused within the same authorized context and freshness window. Which approach can skip a new generation call?,Nhiều câu hỏi lặp ý bằng diễn đạt khác. Đáp án có thể dùng lại trong cùng ngữ cảnh được phép và còn mới. Cách nào có thể tránh generation mới?,Semantic response cache: embedding lookup + kiểm hợp lệ rồi trả cached answer.,Reuse đáp án hợp lệ tránh FM generation; cần tính lookup/embedding/storage overhead.,"Không dùng cosine 0,95 như chuẩn chung; không reuse thông tin tenant khác hoặc policy cũ.",D4-P35,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M67 — Similarity cao nhưng tài khoản khác,authorization • tenant • cache validity,"Two users ask almost identical balance questions, but their account data differs. A semantic cache finds a high similarity score. Should it return the same cached answer?",Hai người hỏi số dư gần giống hệt nhưng dữ liệu tài khoản khác. Semantic cache tìm similarity cao. Có nên trả cùng đáp án cache?,"Không; phải kiểm tenant/user context và quyền, chỉ reuse trong phạm vi hợp lệ.",Ý câu hỏi giống không có nghĩa đáp án giống; cache key và validity phải bao gồm context ảnh hưởng câu trả lời.,Chỉ dựa vector similarity sẽ gây sai thông tin hoặc lộ dữ liệu.,D4-P35,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M68 — Câu đơn giản đang dùng model đắt,route by complexity • quality gate,"Most requests are simple, but every request uses the strongest and most expensive model. The application must preserve quality on difficult questions. Which design should be tested?",Đa số request đơn giản nhưng tất cả dùng model mạnh và đắt nhất. Ứng dụng vẫn phải giữ chất lượng câu khó. Nên test thiết kế nào?,Quality-aware model routing với model đủ năng lực cho từng nhóm và fallback phù hợp.,"Model nhỏ có thể đáp ứng câu đơn giản; savings phải tính classifier, fallback và token mix thực.",Không giả định managed Intelligent Prompt Routing hỗ trợ mọi mô hình ba tầng/cross-provider.,D4-P36,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M69 — Traffic phẳng nhưng agent cost tăng,fan-out • loops • growing context,"User traffic stays constant after an agent release, but cost per conversation doubles. What evidence and controls are most relevant?",User traffic giữ nguyên sau release agent nhưng cost/conversation tăng gấp đôi. Bằng chứng và kiểm soát nào quan trọng?,AgentCore traces/spans + token/tool attribution; tìm calls/loops/context rồi giới hạn steps/retries/tokens.,Agent có thể thực hiện nhiều công việc hơn trên cùng một user request; unit cost kết hợp trace chỉ ra nơi khuếch đại.,Không mặc định có agent surcharge mới hoặc chỉ tăng budget; limits phải giữ task completion.,D4-P37,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M70 — Tóm tắt backlog ban đêm,deferred bulk • batch,"Thousands of documents need summaries by the next morning, with no interactive response requirement. Which Bedrock invocation mode should be considered for eligible models?","Hàng nghìn tài liệu cần bản tóm tắt trước sáng hôm sau, không cần phản hồi tương tác. Nên xét mode Bedrock nào cho model đủ điều kiện?",Batch inference và pricing/support tương ứng.,Xử lý bất đồng bộ theo lô phù hợp deadline trì hoãn và có thể tiết kiệm so On-Demand.,Không áp discount 50% cho mọi model; không nhầm SageMaker Batch Transform hoặc batch với realtime.,D4-P38,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-M71 — Provisioned Throughput có luôn rẻ hơn,MU utilization • break-even,A team plans to buy Provisioned Throughput because a video mentions a 30% saving. Its traffic is highly variable with long idle periods. Is that sufficient justification?,"Nhóm định mua Provisioned Throughput vì video nói tiết kiệm 30%, nhưng traffic rất biến động và idle lâu. Lý do đó đã đủ chưa?","Chưa; tính MU utilization, giá, commitment, throughput và break-even theo model thực.",Capacity tính theo thời gian có thể không hiệu quả nếu ít dùng; On-Demand hoặc batch có thể hợp hơn theo deadline.,Không coi 30% là bảo đảm hoặc nghĩ burst tự chuyển sang On-Demand khi chưa thiết kế routing.,D4-P38,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prov-throughput.html",16/09/2026
D4-M72 — Giảm token mà bill RAG vẫn tăng,embedding refresh • vector costs,"Generation token usage falls, but the total RAG bill rises after frequent knowledge-base refreshes. Which cost components should be investigated?",Token generation giảm nhưng tổng bill RAG tăng sau khi knowledge base refresh thường xuyên. Cần kiểm lớp chi phí nào?,"Ingestion/re-embedding, số chunks, vector storage/search và lịch refresh, ngoài generation.",Tổng cost gồm nhiều lớp; re-embed dữ liệu nhiều lần có thể lấn át savings ở generation.,Không tắt refresh tùy tiện hoặc cắt context mà bỏ kiểm grounding/freshness.,D4-P39,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
