MLA-C01 • DOMAIN 1,DỊCH VỤ & CÔNG CỤ,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
76 mục • 16 cột,59 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,17 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Dịch vụ hoặc công cụ,Keyword cần nhớ,Definition (EN),Định nghĩa (VI),Benefits / Lợi ích chi tiết,Cơ chế / Quy trình,Use cases / Khi nào dùng,Ví dụ minh họa,Phân biệt / Điều kiện / Lưu ý,Loại,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Amazon SageMaker Clarify,"• Bias detection
• Pre-training bias metrics
• Facets
• Explainability","Amazon SageMaker Clarify provides tools for assessing data and model bias and explaining model predictions. Users specify protected or relevant facets, labels and analysis settings, then review calculated metrics and explanations. Before training, it helps identify representation and label-rate differences between groups; after training, supported analyses examine predictions and feature contributions. Findings require interpretation and mitigation decisions appropriate to the application.","Amazon SageMaker Clarify cung cấp công cụ đánh giá bias trong dữ liệu, mô hình và giải thích dự đoán. Người dùng chỉ định các facet/nhóm cần quan tâm, nhãn và cấu hình phân tích, rồi xem metric cùng kết quả giải thích. Trước training, Clarify giúp nhận diện khác biệt về mức đại diện và tỷ lệ nhãn giữa các nhóm; sau training, các phân tích được hỗ trợ xem xét dự đoán và đóng góp feature. Kết quả cần được diễn giải và xử lý phù hợp ứng dụng.","Phân tích bias trước/sau training và giải thích dự đoán theo chức năng được hỗ trợ. Trong Domain 1, trọng tâm là phát hiện mất cân bằng nhóm và khác biệt nhãn trong dữ liệu trước khi train.","Chọn facet/nhóm, label và cấu hình metric; chạy phân tích và xem báo cáo. CI đo chênh lệch quy mô các facet; DPL đo chênh lệch tỷ lệ nhãn dương giữa chúng. Sau phân tích cần quyết định xử lý theo bài toán.

Module nhấn mạnh sign + magnitude: CI đo representation theo facet, DPL đo positive-label rates. Pre-training bias analysis là cần thiết nhưng chưa đủ; khi đã có model phải kiểm tra thêm predictions, thuộc phần modeling/evaluation tiếp theo.",Đánh giá tập dữ liệu có đại diện đủ các nhóm và xem phân bố nhãn có chênh lệch cần điều tra; hỗ trợ đánh giá công bằng trước xây mô hình.,"Hai nhóm có số bản ghi rất khác nhau → xem CI; tỷ lệ nhãn dương khác nhau → xem DPL, chất lượng nhãn và bối cảnh tạo dữ liệu.",Bias metric không tự kết luận nguyên nhân hoặc mức công bằng chấp nhận được. CI theo facet khác imbalance của target class. Trạng thái đối chiếu 14/09/2026: Clarify không nhận khách hàng mới; khách hàng hiện có có thể tiếp tục dùng. Vẫn giữ các khái niệm và công thức trong phạm vi ôn tập.,Tính năng,Domain 1,1.3,Bias,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-measure-data-bias.html
https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-model-explainability.html
https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-availability-change.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-bias-metric-class-imbalance.html
https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-data-bias-metric-true-label-imbalance.html",14/09/2026
Amazon Bedrock Knowledge Bases,"• Managed RAG
• Ingestion
• Chunking
• Embedding
• Retrieval / augmentation","Amazon Bedrock Knowledge Bases manages retrieval-augmented generation workflows that connect foundation models to external knowledge. It ingests supported sources, chunks content, creates embeddings and indexes them in a compatible vector store, then retrieves relevant material for queries. Applications can request source chunks or use managed retrieval and generation, reducing orchestration work while retaining responsibility for source quality, permissions and synchronization.","Amazon Bedrock Knowledge Bases quản lý workflow RAG kết nối foundation model với tri thức bên ngoài. Dịch vụ nạp nguồn được hỗ trợ, chia nội dung thành đoạn, tạo embedding và lập chỉ mục trong vector store tương thích, rồi truy xuất tài liệu liên quan khi có câu hỏi. Ứng dụng có thể yêu cầu các đoạn nguồn hoặc dùng luồng retrieval kết hợp generation được quản lý; nhờ đó giảm công điều phối nhưng vẫn chịu trách nhiệm chất lượng nguồn, quyền và đồng bộ dữ liệu.","Quản lý nhiều bước xây RAG: nạp tài liệu, chia đoạn, tạo embedding và lập chỉ mục trên vector store được hỗ trợ. Giảm code orchestration để đưa dữ liệu riêng vào ngữ cảnh trả lời.","Chọn nguồn và embedding model/vector store; đồng bộ dữ liệu, chunk và index. Khi truy vấn, embed câu hỏi, retrieve nội dung phù hợp và đưa vào context cho mô hình sinh.",Muốn RAG được quản lý từ corpus riêng; ingestion/indexing tự động quan trọng hơn tự điều khiển toàn bộ chi tiết của vector pipeline.,"Tài liệu hướng dẫn trên S3 được chia đoạn và index; ứng dụng truy xuất đoạn liên quan, rồi tạo câu trả lời có ngữ cảnh và nguồn.","RAG không đổi trọng số model. Chunking, metadata filter, quyền truy cập và chất lượng corpus vẫn cần thiết kế. Đổi embedding model thường phải re-embed/re-index; giới hạn định dạng/parser/vector store cần kiểm tra theo cấu hình.",Tính năng,Domain 1,1.1,Vector và RAG,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Amazon Titan Text Embeddings V2,"• Text embeddings
• Configurable dimensions
• Semantic similarity
• 1024 / 512 / 256","Amazon Titan Text Embeddings V2 is a foundation model available through Amazon Bedrock that converts text into numerical vectors representing semantic information. These embeddings support similarity search and retrieval rather than generating conversational answers. It offers supported output dimensionalities to balance retrieval quality and index size, and corpus and query embeddings must use compatible model settings and vector-index dimensions.","Amazon Titan Text Embeddings V2 là foundation model được cung cấp qua Amazon Bedrock, chuyển văn bản thành vector số biểu diễn thông tin ngữ nghĩa. Embedding hỗ trợ tìm kiếm tương đồng và truy xuất, thay vì sinh câu trả lời hội thoại. Model có các lựa chọn số chiều đầu ra được hỗ trợ để cân bằng chất lượng retrieval với kích thước index; embedding của corpus và query phải dùng cấu hình model tương thích, đồng thời khớp số chiều của vector index.",Chuyển văn bản thành vector số phục vụ semantic search và retrieval. Có lựa chọn số chiều để cân đối chất lượng truy xuất với dung lượng index và chi phí xử lý/lưu trữ.,"Gửi text qua Bedrock để tạo embedding; dùng cùng model và cấu hình cho corpus lẫn query. V2 mặc định 1.024 chiều, có cấu hình 512 hoặc 256; index phải khớp số chiều.","Tạo embedding cho câu hỏi, đoạn tài liệu và kho RAG; muốn kiểm soát kích thước vector mà vẫn dùng cùng họ model.","Tạo embedding 512 chiều cho corpus thử nghiệm, cấu hình vector index 512 và đánh giá recall/latency so với 1.024 trước khi chọn.","Đây là Text Embeddings, không mặc định nhận ảnh/audio. Ít chiều hơn không bảo đảm chất lượng giữ nguyên. Không trộn vector từ model/config khác trong cùng không gian tìm kiếm; cần đánh giá và version hóa.",Mô hình,Domain 1,1.1,Vector và RAG,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/bedrock/latest/userguide/titan-embedding-models.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Amazon Transcribe,"• Speech-to-text
• Batch / streaming transcription
• Audio metadata
• Language settings","Amazon Transcribe is a managed automatic speech recognition service that converts spoken audio into text through supported batch or streaming workflows. It produces transcripts and available timing or confidence metadata for downstream searching, analysis and dataset preparation. In ML pipelines, teams can associate transcripts with the original audio, while validating language support and transcription accuracy before treating the output as training labels.","Amazon Transcribe là dịch vụ nhận dạng giọng nói tự động được quản lý, chuyển lời nói trong audio thành văn bản qua workflow batch hoặc streaming được hỗ trợ. Dịch vụ tạo transcript cùng metadata thời gian hoặc độ tin cậy khả dụng để tìm kiếm, phân tích và chuẩn bị dữ liệu downstream. Trong pipeline ML, nhóm có thể liên kết transcript với audio gốc, đồng thời kiểm tra hỗ trợ ngôn ngữ và độ chính xác trước khi coi đầu ra là nhãn training.","Chuyển lời nói thành văn bản để tìm kiếm, phân tích và tạo dữ liệu audio-text. Hỗ trợ quy trình batch hoặc streaming theo chức năng/ngôn ngữ phù hợp, giảm nhu cầu tự vận hành speech recognizer.","Chuẩn hóa audio theo yêu cầu, cung cấp dữ liệu và cấu hình ngôn ngữ; nhận transcript, thời gian và metadata khả dụng. Lưu transcript cùng sample_id của bản audio.",Audio ingestion cho corpus đa phương thức; ứng dụng xử lý text downstream thay vì raw audio; tạo transcript để gán nhãn hoặc phân tích nội dung.,Audio cuộc họp → S3 → Transcribe → transcript gắn cùng ID với audio; người kiểm tra sửa các đoạn khó trước dùng làm dữ liệu có nhãn.,"Transcription có thể sai vì tiếng ồn, tên riêng hoặc nhiều người nói. Sample rate/codec và tính năng phụ thuộc API; transcript không tự là nhãn sentiment hay bản ghi chính xác tuyệt đối.",Dịch vụ,Domain 1,1.1,Đa phương thức,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/transcribe/",14/09/2026
Amazon Textract,"• OCR
• Text / tables / forms
• Document extraction
• Structured output","Amazon Textract is a managed document-analysis service that extracts printed or handwritten text and supported structures such as forms and tables from documents. Its responses include detected blocks, relationships and confidence information that applications map into usable fields or records. It turns scanned material into machine-processable data, but extracted values and complex layouts still require validation before use in ML datasets.","Amazon Textract là dịch vụ phân tích tài liệu được quản lý, trích xuất chữ in, chữ viết tay và các cấu trúc được hỗ trợ như biểu mẫu, bảng. Phản hồi gồm các block được phát hiện, quan hệ giữa chúng và thông tin độ tin cậy để ứng dụng ánh xạ thành trường hoặc bản ghi sử dụng được. Dịch vụ biến tài liệu scan thành dữ liệu máy có thể xử lý, nhưng giá trị trích xuất và bố cục phức tạp vẫn cần kiểm tra trước khi đưa vào dataset ML.","Trích xuất văn bản và cấu trúc tài liệu như bảng/form theo API hỗ trợ, vượt việc chỉ lưu ảnh/PDF. Giúp biến tài liệu scan thành đầu vào có thể kiểm tra, chuẩn hóa và sử dụng cho ML.","Gửi tài liệu, chọn API phân tích, đọc blocks/relationships/confidence; map kết quả sang schema đích và kiểm tra trường hợp khó. Chọn sync/async theo loại job và giới hạn.","Tài liệu scan, biểu mẫu và bảng cần chuyển thành dữ liệu text/tabular trước ingestion hoặc RAG; dữ liệu không thể đọc chỉ bằng parser text thông thường.","Hóa đơn được trích bảng dòng hàng và trường tổng tiền; pipeline kiểm tra tổng, confidence và định dạng trước ghi dataset.","Không coi OCR là không lỗi. Phải xử lý bố cục, chất lượng scan, confidence và các định dạng được hỗ trợ; Textract khác Transcribe (audio) và không tự đảm bảo schema kinh doanh chính xác.",Dịch vụ,Domain 1,1.1,Đa phương thức,Bổ sung Domain 1,https://aws.amazon.com/textract/,14/09/2026
AWS Lake Formation,"• Data lake governance
• Fine-grained permissions
• Data Catalog integration
• Controlled sharing","AWS Lake Formation provides centralized governance and fine-grained access controls for data lakes and cataloged datasets used by integrated AWS services. Administrators register data locations and grant permissions to the appropriate principals so query and processing services enforce the intended access. It complements IAM, S3 and encryption controls; registering a dataset does not remove the need to configure those underlying security layers.","AWS Lake Formation cung cấp quản trị tập trung và quyền truy cập chi tiết cho data lake, dataset đã lập catalog được các dịch vụ AWS tích hợp sử dụng. Quản trị viên đăng ký vị trí dữ liệu và cấp quyền cho principal phù hợp để dịch vụ truy vấn, xử lý thực thi phạm vi truy cập đã định. Lake Formation bổ trợ IAM, S3 và kiểm soát mã hóa; đăng ký dataset không loại bỏ yêu cầu cấu hình các lớp bảo mật bên dưới.","Quản trị quyền truy cập dữ liệu trong data lake và catalog, hỗ trợ kiểm soát chi tiết qua dịch vụ tích hợp. Giảm phân tán chính sách khi nhiều nhóm dùng chung dataset.",Đăng ký location/catalog và cấu hình quyền theo mô hình Lake Formation; dịch vụ query/ETL tích hợp kiểm tra quyền cùng các lớp IAM/S3/KMS liên quan.,Data lake nhiều nhóm cần chia sẻ dữ liệu có kiểm soát; giới hạn quyền theo bảng/cột và cơ chế hỗ trợ mà không sao chép tràn lan.,Nhóm ML được quyền đọc những cột đã loại định danh; nhóm vận hành giữ quyền quản trị dữ liệu nguồn và catalog.,"Không thay tất cả IAM, S3 bucket policy hoặc KMS key policy. Phải kiểm tra công cụ truy cập có tích hợp quyền hay không; governance không tự anonymize dữ liệu.",Dịch vụ,Domain 1,1.3,Bảo vệ dữ liệu,Bổ sung Domain 1,https://aws.amazon.com/lake-formation/,14/09/2026
AWS KMS,"• Key management
• Encryption at rest
• Key policies
• Audit integration","AWS Key Management Service (AWS KMS) is a managed service for creating and controlling cryptographic keys and authorizing their use by applications and integrated AWS services. Services such as S3 or EBS use configured KMS keys as part of their encryption workflows. Key policies, IAM permissions and grants determine who can use keys, making KMS a control for encryption rather than a general data-access database.","AWS Key Management Service (AWS KMS) là dịch vụ được quản lý để tạo, kiểm soát khóa mật mã và cấp quyền sử dụng khóa cho ứng dụng, dịch vụ AWS tích hợp. Các dịch vụ như S3 hoặc EBS dùng KMS key đã cấu hình trong workflow mã hóa. Key policy, quyền IAM và grant quyết định ai được sử dụng khóa; vì vậy KMS là lớp kiểm soát mã hóa, không phải cơ sở dữ liệu quản lý mọi quyền truy cập nội dung.",Quản lý khóa mật mã và quyền sử dụng khóa cho các dịch vụ AWS tích hợp. Giúp kiểm soát việc mã hóa/giải mã dữ liệu lưu trữ và theo dõi các thao tác liên quan.,"Dịch vụ như S3/EBS dùng cơ chế mã hóa với KMS key theo cấu hình; quyền IAM và key policy phải cho phép role đúng. Quản lý vòng đời khóa, grants và chi phí request phù hợp.","Bảo vệ dataset, volume và artifact ở trạng thái lưu trữ; cần kiểm soát ai được dùng khóa và truy vết thao tác.",S3 chứa dataset dùng SSE-KMS; Glue role cần cả quyền đọc object lẫn quyền giải mã qua khóa liên quan.,KMS không tự cấu hình TLS cho mọi kết nối. Có quyền S3 nhưng thiếu kms:Decrypt vẫn đọc thất bại. Vô hiệu/xóa khóa có thể làm dữ liệu không đọc được; mã hóa không thay access control.,Dịch vụ,Domain 1,1.3,Bảo vệ dữ liệu,Bổ sung Domain 1,https://aws.amazon.com/kms/,14/09/2026
AWS IAM,"• Authentication / authorization
• Least privilege
• Roles
• Temporary credentials
• Explicit deny","AWS Identity and Access Management (IAM) controls which identities can perform specified actions on AWS resources under defined conditions. Policies express permissions, and roles allow applications or services to obtain temporary credentials instead of embedding long-lived access keys. ML pipelines use IAM to grant each job only the source, destination and service permissions it requires, together with applicable resource and key policies.","AWS Identity and Access Management (IAM) kiểm soát danh tính nào được thực hiện hành động cụ thể trên tài nguyên AWS trong những điều kiện đã định. Policy mô tả quyền, còn role cho phép ứng dụng hoặc dịch vụ nhận thông tin xác thực tạm thời thay vì nhúng access key dài hạn. Pipeline ML dùng IAM để chỉ cấp cho mỗi job các quyền cần thiết với nguồn, đích và dịch vụ, kết hợp resource policy và key policy liên quan.",Quản lý danh tính và quyền hành động trên tài nguyên AWS. Role và temporary credentials giúp pipeline truy cập nguồn/đích mà không nhúng access key lâu dài; least privilege giảm quyền dư thừa.,"Tạo role cho Glue/Lambda/SageMaker; policy chỉ rõ action/resource/condition. Dịch vụ assume role, nhận credentials tạm thời và dùng trong job; kiểm tra resource/key policies khi lỗi quyền.","Phân quyền ingest, xử lý và đọc dataset; tách quyền người học, job ETL và training; giới hạn bucket/prefix phù hợp.","Training role chỉ đọc prefix dataset đã duyệt, ghi output riêng; không có quyền sửa dữ liệu thô của toàn bộ tổ chức.",IAM không tự mã hóa hay kiểm tra chất lượng dữ liệu. Allow ở một nơi chưa đủ nếu có explicit deny hoặc thiếu policy ở lớp khác. Tránh cấp quyền wildcard chỉ để bỏ lỗi AccessDenied.,Dịch vụ,Domain 1,1.3,Bảo vệ dữ liệu,Bổ sung Domain 1,https://aws.amazon.com/iam/,14/09/2026
Amazon Macie,"• Sensitive-data discovery
• PII in S3
• Findings
• Data visibility","Amazon Macie is a managed data-security service that discovers sensitive information in supported Amazon S3 data and produces findings for investigation. Configured discovery jobs identify potential sensitive-data types and relevant storage context, helping teams locate datasets that need protection before ML use. Macie detects and reports findings; masking, deletion, access restriction and remediation must be carried out through an appropriate workflow.","Amazon Macie là dịch vụ bảo mật dữ liệu được quản lý, khám phá thông tin nhạy cảm trong dữ liệu Amazon S3 được hỗ trợ và tạo finding để điều tra. Discovery job được cấu hình nhận diện loại dữ liệu có thể nhạy cảm cùng bối cảnh lưu trữ, giúp tìm dataset cần bảo vệ trước khi sử dụng cho ML. Macie phát hiện và báo cáo; che dữ liệu, xóa, hạn chế quyền và khắc phục phải được thực hiện bằng workflow phù hợp.",Khám phá dữ liệu nhạy cảm trong S3 và tạo findings giúp biết corpus nào cần xử lý trước dùng cho ML. Hỗ trợ quản trị thông qua nhận diện kiểu dữ liệu nhạy cảm và bối cảnh bucket.,"Cấu hình discovery/job và phạm vi dữ liệu; xem findings, xác minh rồi thực hiện masking, hạn chế quyền hoặc loại dữ liệu theo nhu cầu. Duy trì quy trình xử lý kết quả.","Kiểm tra data lake trước chia sẻ hoặc training, tìm PII trong dữ liệu mà metadata ban đầu chưa mô tả đầy đủ.",Macie phát hiện định danh trong tài liệu hỗ trợ; pipeline cách ly hoặc tạo bản đã xử lý và ghi nguồn gốc thay đổi.,"Macie phát hiện, không tự làm sạch/anonymize mọi object. Phạm vi format, khả năng đọc dữ liệu và sampling/job ảnh hưởng kết quả; không phát hiện không đồng nghĩa chắc chắn không có PII.",Dịch vụ,Domain 1,1.3,Bảo vệ dữ liệu,Skill Builder,"https://aws.amazon.com/macie/
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Amazon CloudWatch,"• Metrics
• Alarms
• Dashboards
• Throughput / IOPS / latency / utilization","Amazon CloudWatch is an observability service that collects service and custom metrics and supports dashboards and alarms for operational monitoring. It helps teams track throughput, latency, errors and resource utilization across data and ML pipelines. Correct dimensions, statistics and time periods are necessary to interpret signals and identify bottlenecks; infrastructure metrics alone do not establish data quality or model accuracy.","Amazon CloudWatch là dịch vụ quan sát hệ thống, thu thập metric của dịch vụ và metric tùy chỉnh, hỗ trợ dashboard, alarm để giám sát vận hành. Công cụ giúp theo dõi throughput, latency, lỗi và mức sử dụng tài nguyên trong pipeline dữ liệu, ML. Cần chọn đúng dimension, thống kê và khoảng thời gian để diễn giải tín hiệu, tìm điểm nghẽn; metric hạ tầng tự nó không chứng minh chất lượng dữ liệu hay độ chính xác model.","Cho thấy tình trạng và hiệu năng pipeline, giúp phát hiện nghẽn hoặc ngừng nạp dữ liệu. Alarms hỗ trợ phản ứng khi metric vượt ngưỡng, dashboards giúp xem xu hướng theo thời gian.","Thu thập service/custom metrics, đặt dimension đúng (volume/shard/job), chọn statistic và khoảng thời gian; đối chiếu nhiều metric để tìm nguyên nhân. Có metric cần bật hoặc có chi phí riêng.","Giám sát ingestion/storage trong Domain 1: throttling, lag, volume queue, throughput và mức dùng tài nguyên; theo dõi trước/sau tối ưu.

Theo dõi metrics/kết quả quality checks do Glue Data Quality công bố và cấu hình cảnh báo khi dữ liệu không đạt tiêu chí. CloudWatch báo tín hiệu; hành động chặn/cách ly thuộc logic pipeline.",Kinesis có WriteProvisionedThroughputExceeded và lag tăng: kiểm tra shard/key; EBS queue tăng trong khi IOPS sát giới hạn: kiểm tra volume/instance và access pattern.,Metric không giải thích toàn bộ nguyên nhân; cần kết hợp logs và cấu hình. Đừng chỉ nhìn mức trung bình toàn dịch vụ vì hot shard có thể bị che. CloudWatch khác CloudTrail ghi hoạt động API.,Dịch vụ,Domain 1,1.1,Troubleshooting,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/cloudwatch/
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://docs.aws.amazon.com/glue/latest/dg/glue-data-quality.html",14/09/2026
Amazon CloudWatch Logs,"• Collect / store / query logs
• Error details
• Logs Insights
• Retention","Amazon CloudWatch Logs centralizes log events from configured AWS services and applications into log groups and streams. Teams can retain, search and query detailed events to diagnose parsing failures, permission errors, schema issues or processing problems that aggregate metrics cannot explain. Correlating timestamps and job identifiers links events across pipeline stages, while retention and access policies control how log data is stored and used.","Amazon CloudWatch Logs tập trung sự kiện log từ dịch vụ AWS và ứng dụng đã cấu hình vào log group, log stream. Nhóm có thể lưu giữ, tìm kiếm, truy vấn sự kiện chi tiết để chẩn đoán lỗi parsing, quyền truy cập, schema hoặc xử lý mà metric tổng hợp không giải thích được. Kết hợp timestamp và định danh job giúp liên kết sự kiện giữa các bước pipeline; retention và access policy kiểm soát cách lưu, sử dụng log.","Tập trung log để điều tra lỗi ingest, parsing, schema, quyền và xử lý. Tìm kiếm/log query giúp xác định thời gian, bản ghi và thành phần gây lỗi mà metric tổng hợp không thể hiện.",Dịch vụ/job gửi log vào log group/stream khi cấu hình; đặt retention/quyền; dùng query theo timestamp/job ID/correlation ID để liên kết sự cố.,"Debug Glue job thất bại, Lambda exception, lỗi xử lý file hoặc lỗi filesystem được dịch vụ hỗ trợ ghi log.","Metric báo ingestion giảm; Logs Insights tìm exception cùng thời điểm, phát hiện cột amount đổi kiểu và xác định batch cần chạy lại.",Không mặc định mọi service tự gửi đủ log. Log có thể chứa dữ liệu nhạy cảm; cần kiểm soát quyền và retention. Log lỗi ứng dụng khác audit API của CloudTrail.,Tính năng,Domain 1,1.1,Troubleshooting,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/WhatIsCloudWatchLogs.html",14/09/2026
AWS CloudTrail,"• API activity
• Who / what / when
• Audit trail
• Management / data events","AWS CloudTrail records supported AWS account and API activity for auditing, security investigations and change tracking. Events identify information such as the acting identity, action, resource, time and result, depending on the event type. Trails and event data stores must be configured for the required coverage; object-level data events and other optional event categories are not equivalent to automatically recording every possible operation.","AWS CloudTrail ghi lại hoạt động tài khoản và API AWS được hỗ trợ để kiểm toán, điều tra bảo mật và theo dõi thay đổi. Tùy loại event, bản ghi cho biết danh tính thực hiện, hành động, tài nguyên, thời gian và kết quả. Trail, event data store cần được cấu hình theo phạm vi muốn theo dõi; data event cấp object và các nhóm event tùy chọn không đồng nghĩa hệ thống tự ghi mọi thao tác có thể xảy ra.","Ghi hoạt động API để truy vết ai đã thay đổi tài nguyên hoặc truy cập theo loại event được bật. Hỗ trợ điều tra quyền, cấu hình và audit nguồn dữ liệu.","Cấu hình trail/event data store và loại event; đọc identity, action, resource, time và kết quả. Data events như truy cập object phải được cấu hình phù hợp và có chi phí riêng.","Điều tra thay đổi bucket policy/key policy, job role hoặc thao tác tác động dữ liệu; yêu cầu auditability của data pipeline.","Dataset ngừng đọc được; CloudTrail cho thấy policy thay đổi trước lỗi, kết hợp CloudWatch Logs xác định AccessDenied và lớp quyền liên quan.",Không thay metric throughput/latency. Không giả định event history mặc định chứa mọi lần đọc S3. Có audit log không tự làm một workload tuân thủ mọi yêu cầu.,Dịch vụ,Domain 1,1.3,Bảo vệ dữ liệu,Bổ sung Domain 1,https://aws.amazon.com/cloudtrail/,14/09/2026
AWS Direct Connect,"• Dedicated network connection
• Predictable connectivity
• Hybrid data transfer
• Private path","AWS Direct Connect establishes dedicated network connectivity between an organization's network and AWS through configured connections and virtual interfaces. It supports hybrid environments and substantial, recurring data movement where predictable connectivity matters. Routing, bandwidth and redundant paths must still be designed, and a transfer tool such as DataSync remains responsible for moving and verifying dataset contents over the connection.","AWS Direct Connect thiết lập kết nối mạng chuyên dụng giữa mạng tổ chức và AWS thông qua connection, virtual interface được cấu hình. Dịch vụ hỗ trợ môi trường hybrid và nhu cầu di chuyển dữ liệu lớn, lặp lại khi tính ổn định của kết nối quan trọng. Vẫn cần thiết kế routing, băng thông và đường dự phòng; công cụ như DataSync tiếp tục chịu trách nhiệm chuyển, kiểm tra nội dung dataset trên kết nối đó.","Kết nối chuyên dụng từ mạng tổ chức đến AWS, phù hợp lưu lượng dữ liệu ổn định và yêu cầu kết nối hybrid. Có thể cải thiện tính ổn định so với đường Internet thông thường trong kiến trúc phù hợp.","Thiết lập kết nối và virtual interface, routing cùng đường dự phòng; dịch vụ chuyển dữ liệu như DataSync vẫn cần để quản lý nội dung transfer. Đánh giá bandwidth, availability và chi phí tổng.",Chuyển dataset lớn lặp lại từ trung tâm dữ liệu vào AWS; cần network path có tính dự đoán cho pipeline hybrid.,"DataSync chuyển ảnh qua kết nối Direct Connect đã cấu hình, monitor throughput để phân biệt nghẽn ở storage hay network.",Không phải công cụ ETL hoặc sao chép file. Kết nối không được coi là tự mã hóa mọi dữ liệu; cần TLS/IPsec hoặc khả năng bảo vệ phù hợp. Dự phòng và cấu hình routing ảnh hưởng độ tin cậy.,Dịch vụ,Domain 1,1.1,Chuyển dữ liệu,Bổ sung Domain 1,https://aws.amazon.com/directconnect/,14/09/2026
AWS CLI / AWS SDK,"• Programmatic access
• Automation
• API calls
• Credentials / pagination / retry","The AWS CLI and AWS SDKs provide command-line and programming-language interfaces to AWS APIs. They let scripts and applications create resources, manage jobs and transfer or retrieve supported data using authorized credentials. They help automate repeatable ML workflows, but application code must still handle pagination, retries, service limits and result validation, and database SQL operations may require engine-specific clients rather than management APIs.","AWS CLI và AWS SDK cung cấp giao diện dòng lệnh hoặc ngôn ngữ lập trình để gọi AWS API. Chúng cho phép script, ứng dụng tạo tài nguyên, quản lý job, truyền hay lấy dữ liệu được hỗ trợ bằng thông tin xác thực có quyền. Các công cụ giúp tự động hóa workflow ML lặp lại, nhưng mã ứng dụng vẫn phải xử lý pagination, retry, giới hạn dịch vụ và kiểm tra kết quả; truy vấn SQL có thể cần client riêng của database engine thay vì API quản lý.","CLI cho thao tác bằng lệnh/script; SDK tích hợp API AWS trong ngôn ngữ lập trình. Giảm thao tác thủ công và giúp extraction/ingestion có thể lặp lại, log và kiểm tra kết quả.","Dùng role/credentials phù hợp, gọi API, xử lý pagination/retry/rate limits. SDK quản lý nhiều chi tiết request nhưng code vẫn phải kiểm tra lỗi, dữ liệu trùng và output.","Extraction nhỏ hoặc tích hợp pipeline tùy chỉnh, quản lý resource và gọi API dữ liệu mà dịch vụ hỗ trợ.","Script liệt kê object qua paginator, tải phần cần xử lý và ghi manifest; Lambda dùng SDK PutRecord cập nhật feature theo event.","Quản lý tài nguyên khác đọc dữ liệu: API EBS không tự đọc filesystem; RDS thường cần SQL driver. Không hardcode credentials, không bỏ pagination và không retry vô hạn mà không idempotency.",Công cụ,Domain 1,1.1,Công cụ,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/cli/latest/userguide/cli-chap-welcome.html",14/09/2026
