MLA-C01 • DOMAIN 2,GHÉP TÌNH HUỐNG,Choose • Train • Customize • Evaluate,,,,,,,,,
113 mục • 12 cột,Tình huống: C:D • Đáp án: E,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,
Keyword cần nhớ: cột B,Giải thích: F • Bẫy: G,Analyze / Evaluate: +34 mục,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: K • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,
Key / Mẫu ghép,Keyword nhận diện,Situation / Prompt (EN),Tình huống (VI),Đáp án / Ghép phù hợp,Vì sao chọn,Phân biệt / Phương án nhiễu,Liên hệ quy trình / Điểm nhớ,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D2-M26 • Đổi quy tắc nghiệp vụ của agent,"• PROMPT AND CONFIGURATION
• BUSINESS RULES
• NO AUTOMATIC RETRAINING",Appointment policies change while the assistant's general reasoning remains adequate.,Quy tắc lịch hẹn thay đổi nhưng năng lực suy luận chung của trợ lý vẫn đáp ứng.,Cập nhật prompt/config hoặc nguồn chính sách phù hợp và logic/validation phía hệ thống; kiểm thử lại các tình huống liên quan.,Không cần mặc định huấn luyện lại model cho mỗi thay đổi quy tắc. Tách tri thức/chỉ dẫn sử dụng khỏi quyền thực thi của API; giữ kết quả giao dịch gắn với backend.,Không coi tài liệu được retrieve là lệnh hệ thống đáng tin tự động. Prompt không thay thế kiểm soát quyền hay validation của API; thay prompt vẫn cần kiểm tra hồi quy hành vi.,D2-P14; rules update ≠ retrain every time.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/what-is-bedrock-agentcore.html",14/09/2026
D2-M27 • Ảnh mẫu: tóm tắt bài nghiên cứu,"• INPUT SEQUENCE → OUTPUT SEQUENCE
• TEXT SUMMARIZATION
• SEQ2SEQ","Summarize the text of a research paper; choose among RCF, semantic segmentation, and seq2seq.","Tóm tắt bài nghiên cứu; chọn trong ba đáp án RCF, semantic segmentation và seq2seq.",Sequence-to-Sequence (seq2seq) algorithm.,"Trong bộ lựa chọn của ảnh người dùng, seq2seq ánh xạ chuỗi đầu vào sang chuỗi đầu ra và phù hợp tác vụ tóm tắt văn bản. SageMaker seq2seq là thuật toán supervised encoder–decoder.","RCF phát hiện điểm bất thường; semantic segmentation gán lớp cho pixel. Với dự án mới, FM cũng có thể tóm tắt; đáp án này phụ thuộc tập lựa chọn của câu hỏi, không khẳng định seq2seq luôn tốt nhất.",Ảnh người dùng #6; bổ sung đúng phạm vi chọn algorithm của Task 2.1.,2.1,Theo ảnh người dùng,"https://docs.aws.amazon.com/sagemaker/latest/dg/seq-2-seq.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",14/09/2026
D2-M28 • Ảnh mẫu: phân loại từng pixel,"• PIXEL-LEVEL CLASSIFICATION
• SEGMENTATION MASK
• SEMANTIC SEGMENTATION",Assign a class to every image pixel to identify road objects for an autonomous-driving perception task.,Gán lớp cho từng pixel ảnh để nhận biết vùng đường và vật thể trong tác vụ nhận thức hình ảnh.,Semantic segmentation algorithm.,"Đầu ra là bản đồ lớp ở mức pixel: vùng nào thuộc lớp nào. Keyword phân biệt là every pixel, khác một nhãn cho cả ảnh hoặc khung bao vật thể.",Image classification không tạo mask; object detection thường trả bounding boxes. Semantic segmentation không tự phân biệt từng instance cùng lớp như instance segmentation.,Ảnh người dùng #6; PIXEL → SEMANTIC SEGMENTATION.,2.1,Theo ảnh người dùng,"https://docs.aws.amazon.com/sagemaker/latest/dg/semantic-segmentation.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",14/09/2026
D2-M29 • Ảnh mẫu: điểm dữ liệu bất thường,"• UNSUPERVISED ANOMALY DETECTION
• ANOMALY SCORE
• RANDOM CUT FOREST","Identify abnormal data points in a dataset; choose among RCF, semantic segmentation, and seq2seq.","Tìm điểm dữ liệu bất thường; chọn trong RCF, semantic segmentation và seq2seq.",Random Cut Forest (RCF) algorithm.,"RCF là thuật toán unsupervised cho anomaly detection, chấm mức bất thường của điểm dữ liệu theo cấu trúc dữ liệu. Điểm score cao hơn thể hiện bất thường hơn; ngưỡng cần hiệu chỉnh theo ứng dụng.",Seq2seq sinh chuỗi; semantic segmentation xử lý lớp pixel. Anomaly score không tự chứng minh gian lận hoặc nguyên nhân; cần xác minh nghiệp vụ.,Ảnh người dùng #6; ABNORMAL POINTS → RCF.,2.1,Theo ảnh người dùng,"https://docs.aws.amazon.com/sagemaker/latest/dg/randomcutforest.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",14/09/2026
D2-M30 • Hai thành phần lõi để train,"• LOSS FUNCTION
• OPTIMIZATION TECHNIQUE
• WEIGHT UPDATES",A price-prediction model needs the two core components that measure error and improve its weights.,Model dự đoán giá cần hai thành phần lõi để đo lỗi và điều chỉnh weights.,Loss function + optimization technique.,Loss định nghĩa mức sai; optimizer dùng tín hiệu đó để điều chỉnh parameters. Đây là cặp thành phần được nhấn mạnh trong module.,"Confusion matrix/precision là công cụ đánh giá classification, không thay optimizer. Vector database/embedding thuộc retrieval; catalog/feature group không phải cặp cơ chế học.",D2-P15; PREDICT → LOSS → UPDATE.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ,15/09/2026
D2-M31 • Loss dao động rồi tăng vọt,"• DIVERGENCE
• OVERSHOOT
• DECREASE LEARNING RATE",Training loss behaves erratically and then diverges; choose the most direct hyperparameter adjustment for overshooting.,Loss dao động rồi diverge; cần thay đổi trực tiếp khi nghi bước update quá lớn.,"Giảm learning rate, rồi kiểm tra lại loss/validation và nguyên nhân khác nếu cần.",Learning rate nhỏ hơn làm mỗi update thận trọng hơn; phù hợp dấu hiệu overshoot trong câu hỏi của bài.,Tăng learning rate có thể làm tệ hơn; train lâu hơn không sửa bước update bất ổn. Batch size=1 có gradient nhiễu và không tự chữa mọi divergence.,D2-P25; không coi learning rate là nguyên nhân duy nhất trong thực tế.,2.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ,15/09/2026
"D2-M32 • Tính epoch, batch và update","• ONE PASS
• CEIL(N/B)
• UPDATES PER EPOCH","A dataset has 1,030 records, batch size 100, and 5 epochs; keep the final partial batch and update once per batch.","Dataset 1.030 mẫu, batch 100, 5 epoch; giữ batch cuối chưa đủ và cập nhật một lần mỗi batch.",11 updates/epoch; 55 updates tổng cộng.,ceil(1.030/100)=11 vì còn 30 mẫu; nhân 5 epoch thành 55. Nếu drop_last=True thì ví dụ đổi thành 10×5=50.,"Không tính 1.030×100. Nếu gradient accumulation hoặc distributed sampling khác, phải tính lại theo effective/global batch và số lần optimizer update.",D2-P15; điều kiện đề quyết định công thức.,2.2,Bổ sung Domain 2,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
D2-M33 • Deep learning trên ảnh độ phân giải cao,"• PARALLEL MATRIX COMPUTE
• LARGE IMAGE DATA
• GPU",A team trains a deep network on millions of high-resolution images and wants faster training.,Team train mạng sâu trên hàng triệu ảnh độ phân giải cao và muốn giảm thời gian.,"GPU-accelerated instances phù hợp model/framework, rồi benchmark kích thước và data throughput.","GPU mạnh ở phép toán ma trận và song song, là lựa chọn khớp dấu hiệu workload trong bài. Cần cấp dữ liệu đủ nhanh và memory phù hợp.",CPU nhỏ nhất có thể tiết kiệm theo giờ nhưng chạy rất lâu. Notebook nhẹ không phải cấu hình mặc định cho job nặng. Không hứa GPU thắng mọi thuật toán.,"Liên hệ CPU versus GPU, Instance right-sizing và D2-P12.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/cmn-info-instance-types.html",15/09/2026
"D2-M34 • Churn data dạng bảng, least effort","• STRUCTURED DATA
• BUILT-IN FITS
• LEAST EFFORT",A retailer wants to train a churn classifier on structured customer data with the least implementation effort.,Retailer muốn train churn classifier trên dữ liệu khách hàng dạng bảng với công triển khai thấp.,SageMaker built-in XGBoost nếu đáp ứng yêu cầu task và input.,"Built-in cung cấp thuật toán/container được quản lý; bạn đưa data, hyperparameters và compute. Không cần tự viết training implementation nếu đáp ứng bài toán.",Custom Docker hoặc code script làm tăng phần tự quản khi chưa có yêu cầu riêng. XGBoost vẫn cần dữ liệu/labels và validation; không là model churn đã train sẵn trên data của bạn.,D2-P16; BUILT-IN MATCH + LEAST EFFORT.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/algos.html",15/09/2026
D2-M35 • Custom architecture bằng PyTorch,"• YOUR CODE
• PRE-BUILT PYTORCH CONTAINER
• SCRIPT MODE",A team has a novel PyTorch architecture that no built-in algorithm supports and wants managed training.,Team có kiến trúc PyTorch mới không khớp built-in nhưng muốn tiếp tục dùng managed training.,SageMaker script mode với framework container tương thích.,Giữ quyền kiểm soát code/model/loss nhưng dùng runtime pre-built và lifecycle training managed. Cấu hình entry point rồi launch job theo SDK.,AMT không tự tạo architecture theo yêu cầu. BYOC chưa cần nếu framework image sẵn đã đáp ứng; train local không tận dụng managed workflow.,D2-P17; CUSTOM CODE ≠ NECESSARILY CUSTOM CONTAINER.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/frameworks.html",15/09/2026
D2-M36 • Dependency/runtime ngoài container có sẵn,"• CUSTOM RUNTIME
• FULL CONTAINER CONTROL
• BYOC",Training requires a specialized runtime that the available pre-built framework containers cannot provide.,Training cần runtime đặc biệt mà các framework container có sẵn không đáp ứng.,Bring your own container; build image tương thích rồi dùng qua ECR trong SageMaker training job.,BYOC là mức kiểm soát môi trường cao nhất trong ba lựa chọn của bài; phù hợp nhu cầu bắt buộc ngoài script mode.,Chỉ có code custom chưa đủ lý do chọn BYOC. Built-in không cho thay runtime tùy ý; ECR lưu image chứ không thay nơi lưu trained artifact.,D2-P18; chọn vì runtime/dependency constraint cụ thể.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html",15/09/2026
D2-M37 • Muốn dataset đầy đủ trên local disk,"• DOWNLOAD FIRST
• LOCAL FILES
• ENOUGH STORAGE","A supported algorithm should start only after the S3 dataset is available locally, and storage is sufficient.",Thuật toán cần dataset S3 có đủ local trước khi chạy và volume đủ chỗ.,S3 File mode.,File tải dữ liệu trước training; phù hợp cách truy cập file local nhưng chịu thời gian download và giới hạn disk.,"Pipe/FastFile stream dữ liệu, không chờ tải toàn bộ giống File. Đủ disk không có nghĩa đủ RAM cho algorithm nạp cả dataset.",D2-P19; FILE → DOWNLOAD BEFORE TRAINING.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/model-access-training-data.html",15/09/2026
D2-M38 • Loader hỗ trợ stream FIFO,"• STREAMING
• NAMED PIPE
• SEQUENTIAL LOADER",A large S3 dataset should stream into an algorithm with a loader that supports named pipes.,Dataset S3 lớn cần stream vào algorithm có loader hỗ trợ named pipe.,Pipe mode.,Dữ liệu tới FIFO thay vì tải toàn bộ local; có thể giảm startup và dung lượng volume cho dataset. Code cần đọc stream/epoch đúng.,"Không giả định API đọc/seek file thông thường hoạt động như cũ. FastFile cũng stream nhưng bề mặt truy cập là file system, khác named pipe.",D2-P19; PIPE → FIFO + STREAM-AWARE CODE.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/model-access-training-data.html",15/09/2026
D2-M39 • Stream nhưng giữ cách đọc file,"• FILE-SYSTEM INTERFACE
• ON-DEMAND S3
• FASTFILE",A training script reads files normally and should start without downloading the entire S3 dataset.,Script đang đọc file thông thường; muốn bắt đầu train mà không chờ tải hết S3 dataset.,FastFile khi script/algorithm và source configuration tương thích.,"FastFile đưa file-system interface lên S3 và stream on demand; thường ít thay đổi code hơn Pipe. Đo startup và throughput, nhất là nhiều file nhỏ.",Không chọn File nếu yêu cầu chính là bỏ full-download wait. Không nói FastFile hỗ trợ manifest/augmented manifest; dùng S3Prefix và input read-only.,D2-P19; FASTFILE → STREAM + FILE INTERFACE.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/model-access-training-data.html
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html",15/09/2026
"D2-M40 • Model vừa GPU, dataset lớn","• REPLICA FITS
• SPLIT DATA
• DATA PARALLELISM","A model's training state fits on one GPU, but processing a large dataset takes too long.",Trạng thái training của model vừa một GPU nhưng xử lý dataset lớn quá lâu.,Data parallelism.,"Nhân bản model, mỗi GPU xử lý batch shard khác nhau và đồng bộ gradient. Đây là cách khớp bottleneck data volume trong bài.",Model parallelism tập trung chia model/state; không cần chọn ngay khi model đã vừa. Nhiều workers còn cần đủ I/O và network để có speedup.,D2-P20; FITS MODEL + LARGE DATA → DATA PARALLEL.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
D2-M41 • Model không vừa một GPU,"• MODEL MEMORY LIMIT
• PARTITION OR SHARD
• MODEL PARALLELISM",A model with billions of parameters cannot fit on a single GPU even with a very small batch.,Model nhiều tỷ parameters không vừa một GPU dù batch rất nhỏ.,Model parallelism/partitioning phù hợp; trong tập lựa chọn của bài là model parallelism.,Phân model qua devices để giải quyết giới hạn memory. Các implementation còn có sharding và kỹ thuật tiết kiệm memory phù hợp framework.,DDP thuần nhân bản full model vẫn OOM. Tăng batch làm memory tăng; early stopping không giúp model vừa bộ nhớ để bắt đầu train.,D2-P20; MODEL TOO LARGE → MODEL PARALLEL.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
D2-M42 • Parallel trials khác distributed job,"• DIFFERENT CONFIGURATIONS
• MAX_PARALLEL_JOBS
• ONE TRIAL VS MANY",A tuning job launches four different hyperparameter configurations simultaneously; is that data parallel training?,Tuning chạy đồng thời bốn cấu hình hyperparameters khác nhau; đây có phải data parallel không?,Đó là bốn HPO trials song song; mỗi trial có thể độc lập dùng một hoặc nhiều instances.,HPO parallelism tăng số configurations được thử cùng lúc. Distributed training chia công việc bên trong một trial/model để cùng train một configuration.,"Không lấy số trials làm số replicas để tính global batch. Mỗi trial có own weights, metrics và cost; ensemble là quyết định riêng sau này.",D2-P21; PARALLEL SEARCH ≠ DISTRIBUTED ONE MODEL.,2.2,Bổ sung Domain 2,"https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
D2-M43 • Validation đã xấu đi nhưng train loss giảm,"• VALIDATION PLATEAU / DEGRADATION
• EARLY STOPPING
• BEST WEIGHTS",Training loss continues to decrease while validation loss stops improving and then rises.,Train loss tiếp tục giảm nhưng validation loss chững rồi tăng.,"Cân nhắc early stopping theo validation, với patience và lưu/restore best weights phù hợp.",Giảm epochs không đem lại generalization; lựa chọn epoch dựa trên validation giúp tránh tiếp tục khớp quá mức trong tình huống này.,Chỉ tăng epochs có thể làm xấu hơn; chỉ nhìn train loss bỏ qua mục tiêu generalization. Callback không mặc định luôn restore best weights nên cần kiểm tra cấu hình.,D2-P23; EARLY STOP ≠ AUTOMATIC BEST-WEIGHT RESTORE.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://keras.io/api/callbacks/early_stopping/",15/09/2026
D2-M44 • AMT dừng trial theo mốc lịch sử,"• PER-EPOCH METRIC
• MEDIAN OF HISTORICAL RUNNING AVERAGES
• AUTO",AMT should stop trials whose epoch objective is worse than a historical trial-performance reference.,AMT cần dừng trials có metric epoch kém hơn mốc từ trials trước.,"AMT early stopping với AUTO, đối với strategy/algorithm tương thích.","AWS so objective hiện tại với median các running averages của trials trước tới cùng epoch, theo hướng Minimize/Maximize. Custom code cần emit objective theo epoch.",Không đơn thuần là validation của chính trial không giảm trong N epoch. Với Hyperband dùng cơ chế riêng và TrainingJobEarlyStoppingType=OFF theo API.,"D2-P23; so trial với lịch sử, không nhầm callback patience.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-early-stopping.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
D2-M45 • Lưới nhỏ cần thử hết,"• EXHAUSTIVE COMBINATIONS
• CATEGORICAL GRID
• SMALL SPACE","Three hyperparameters have 3, 4, and 2 allowed values; the team wants every combination evaluated.","Ba hyperparameters có 3, 4 và 2 choices; team muốn thử hết tổ hợp.",Grid search; 3×4×2=24 trials.,"Đúng yêu cầu exhaustive trong lưới hữu hạn. Trên SageMaker AMT, Grid dùng categorical ranges cho các choices.",Random/Bayesian không bảo đảm thử mọi combination; Hyperband có thể cắt các trial trước budget đầy đủ. Exhaustive grid vẫn không bao phủ mọi giá trị ngoài lưới.,D2-P22; số trial = tích số choices.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
D2-M46 • Search độc lập và parallel nhiều,"• NO DEPENDENCE ON PRIOR RESULTS
• RANDOM SEARCH
• HIGH PARALLELISM",The search space is large and trials should run independently with substantial concurrency.,Không gian search lớn; cần trials độc lập để chạy song song nhiều.,Random search trong budget được đặt.,Lựa chọn trial không phụ thuộc metric trial trước nên có thể tận dụng concurrency mà không chờ feedback để chọn configuration kế tiếp.,Grid có thể quá nhiều combinations. Bayesian dùng lịch sử nên parallelism cao làm giảm khả năng tận dụng kết quả chưa xong; không có nghĩa Bayesian bị cấm parallel.,D2-P22; INDEPENDENT TRIALS → RANDOM.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
D2-M47 • Trial đắt và muốn học từ lịch sử,"• PRIOR TRIAL FEEDBACK
• EXPLORE / EXPLOIT
• BAYESIAN OPTIMIZATION",Each training trial is expensive and the search should use previous outcomes to choose promising configurations.,Mỗi trial tốn kém; cần dùng kết quả trước để chọn cấu hình hứa hẹn hơn.,Bayesian optimization.,"Mô hình hóa quan hệ hyperparameters–objective rồi chọn thử nghiệm mới, cân bằng vùng tốt đã biết và vùng chưa khám phá.","Random không dùng outcome trước để chọn sample. Bayesian không bảo đảm luôn tốt hơn, vẫn phụ thuộc ranges/noise; concurrency cần cân bằng với thông tin mới.",D2-P22; LEARN FROM PREVIOUS TRIALS → BAYESIAN.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
D2-M48 • Phân bổ epochs theo kết quả trung gian,"• ITERATIVE ALGORITHM
• ADAPTIVE BUDGET
• HYPERBAND",A neural network reports validation performance each epoch; compute is limited and resources should move to promising trials.,Neural network báo validation theo epoch; budget ít và muốn ưu tiên tài nguyên cho trial tốt.,Hyperband.,Dùng intermediate scores để cắt trial kém và tăng resource cho configurations hứa hẹn. Đây là keyword adaptive resource allocation của bài.,Random/Grid thuần không có cùng cơ chế phân bổ resource. Không bật AMT AUTO median-rule song song khi Hyperband yêu cầu OFF; nó đã có cơ chế dừng riêng.,D2-P24; PER-EPOCH PROGRESS + REALLOCATE RESOURCES.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
D2-M49 • Train chạy nhưng AMT thiếu objective,"• STDOUT / STDERR
• METRIC NAME + REGEX
• MIN/MAX","A custom training script finishes, but AMT does not receive the intended validation objective.",Script custom train xong nhưng AMT không thu được validation objective cần dùng.,"Kiểm tra metric được emit vào stdout/stderr, MetricDefinitions name/regex và objective name/direction.",Tuning cần một số có thể trích xuất đúng; model train thành công không chứng minh metric parser đã nhận được. In metric theo epoch nếu dùng stopping cần progress.,Tăng max_jobs không sửa regex không match. Không thay bằng training accuracy chỉ để có số nếu mục tiêu là validation RMSE; Minimize/Maximize phải đúng.,D2-P21; LOG VALUE → REGEX → OBJECTIVE → RANK TRIALS.,2.2,Bổ sung Domain 2,"https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-define-metrics-variables.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-early-stopping.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html",15/09/2026
D2-M50 • Compute kết thúc nhưng cần dùng model,"• EPHEMERAL COMPUTE
• PERSISTED ARTIFACT
• S3",Training instances are released after a managed job; where should the trained model output persist?,Compute được giải phóng sau managed training; kết quả model cần được lưu bền ở đâu?,Model artifact ở S3 theo output configuration và hợp đồng lưu output của container.,"SageMaker thu thập tệp model mà training code/algorithm ghi đúng vị trí rồi lưu output. Vì compute tạm thời, không dựa vào file tùy ý chỉ ở local.","ECR chứa runtime image, không phải nơi mặc định lưu trained artifact. Training completion chưa có nghĩa đã tạo endpoint; deployment là bước riêng.","D2-P16/D2-P17; ECR=image, S3=training data/artifact.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html",15/09/2026
D2-M51 • Chọn Trainium cần kiểm tra gì,"• AWS ACCELERATOR
• NEURON COMPATIBILITY
• BENCHMARK PRICE/PERFORMANCE",A team considers AWS Trainium for large-scale deep learning training.,Team cân nhắc Trainium cho deep learning quy mô lớn.,"Kiểm tra model/framework/operators và Neuron-compatible runtime, rồi benchmark quality–time–cost.","Trainium là accelerator; Neuron cung cấp software stack. Khả năng hỗ trợ và workload thực tế quyết định hiệu quả, không chỉ tên phần cứng.",Không hứa code GPU/CUDA luôn chạy nguyên không đổi hoặc Trainium luôn nhanh hơn mọi GPU. Availability phụ thuộc instance/service/Region.,"Liên hệ AWS Trainium, AWS Neuron và Instance right-sizing.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://aws.amazon.com/ai/machine-learning/neuron/
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training-get-started.html",15/09/2026
D2-M52 • Ảnh mẫu: hệ số nhỏ nhưng không loại feature,"• SHRINK COEFFICIENTS
• NON-SPARSE SHRINKAGE
• L2","A linear regression model's coefficients should shrink but should not be driven to zero; choose L1, L2, or early stopping.","Hệ số hồi quy tuyến tính cần nhỏ lại, không chủ đích ép về 0; chọn L1, L2 hoặc early stopping.",L2 regularization.,"Trong bộ lựa chọn của ảnh, L2 khớp keyword shrink coefficients; Ridge dùng penalty bình phương và thường giữ coefficients thay vì sparse selection.","L1 có thể tạo hệ số đúng 0; early stopping điều khiển thời điểm dừng, không trực tiếp là penalty này. “Không bằng 0” là dấu hiệu cơ chế, không bảo đảm toán học tuyệt đối mọi trường hợp.","Ảnh người dùng #2; L2 → SHRINK, USUALLY NONZERO.",2.2,Theo ảnh người dùng,"https://scikit-learn.org/stable/modules/linear_model.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",15/09/2026
D2-M53 • Ảnh mẫu: loại polynomial terms không cần,"• IRRELEVANT TERMS
• ZERO COEFFICIENTS
• L1 SPARSITY","A polynomial regression has irrelevant terms that should be eliminated; choose L1, L2, or early stopping.","Polynomial regression có các hạng không liên quan cần loại; chọn L1, L2 hoặc early stopping.",L1 regularization.,"L1 có thể đưa coefficients của một số polynomial features về 0, tạo sparse model. Tune strength trên validation và scale features phù hợp.",L2 thường co nhỏ nhiều coefficients thay vì trực tiếp tạo sparsity; early stopping không có cơ chế cố ý zero từng term. Không khẳng định L1 luôn tìm đúng mọi feature thực sự liên quan.,Ảnh người dùng #2; ELIMINATE TERMS → L1.,2.2,Theo ảnh người dùng,"https://scikit-learn.org/stable/modules/linear_model.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",15/09/2026
D2-M54 • Ảnh mẫu: loại predictors dư thừa,"• REDUNDANT PREDICTORS
• FEATURE SELECTION
• L1 WITH CORRELATION CAVEAT","A logistic model should eliminate redundant predictors among highly correlated features; choose L1, L2, or early stopping.","Logistic model cần loại predictors dư thừa trong features tương quan cao; chọn L1, L2 hoặc early stopping.","L1 regularization trong các lựa chọn của ảnh, vì yêu cầu nhấn mạnh loại predictors.","L1 có thể tạo sparse coefficients để một số features không còn đóng góp. Tuy nhiên với nhóm features tương quan, việc giữ/loại feature nào có thể không ổn định và cần đánh giá.","Nếu mục tiêu là ổn định coefficients nhưng giữ nhóm correlated features, L2 có thể phù hợp; chỉ keyword “correlated” chưa đủ chọn L1. Yêu cầu eliminate redundant predictors mới là dấu hiệu quyết định ở câu này.","Ảnh người dùng #2; đọc yêu cầu ELIMINATE, không chỉ CORRELATED.",2.2,Theo ảnh người dùng,"https://scikit-learn.org/stable/modules/linear_model.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html",15/09/2026
