MLA-C01 • DOMAIN 4,THUẬT NGỮ CHI TIẾT,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,,
145 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / Ví dụ / Điều kiện,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: O • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Agent loop detection,repeated question • repeated retrieval • no progress,Phát hiện vòng lặp không tiến triển,"Agent loop detection identifies repeated actions that fail to advance the user's task, such as asking the same clarification or retrieving the same document repeatedly. These loops can consume tokens and increase latency without triggering an API error, so they require behavioral checks in addition to operational monitoring.","Agent loop detection phát hiện hành động lặp lại không giúp tiến tới mục tiêu, như hỏi lại cùng câu hoặc truy xuất mãi cùng tài liệu. Vòng lặp tiêu token và tăng latency mà có thể không gây API error, nên cần kiểm tra hành vi bên cạnh giám sát vận hành.",Theo dõi lặp tool+arguments/document IDs/questions trong session; đặt giới hạn phù hợp tác vụ và chuyển fallback/review khi loop được xác nhận.,Hỏi lại cùng clarifying question hai lần trong ví dụ bài học; ngưỡng thực tế phải theo workflow.,Giảm chi phí vô ích và trải nghiệm hội thoại bế tắc.,Retry có chủ đích hoặc xác nhận quan trọng không luôn là loop xấu; cần nhận biết tiến độ và ngữ cảnh.,AgentCore spans; application custom metrics,Domain 4,4.1,Agent monitoring,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
Conversation length and task completion,turns per session • rising effort • outcome,Độ dài hội thoại và mức hoàn thành,"Conversation length measures the number of exchanges required in an agent session. A rising number of turns can be an early sign that users struggle to achieve their goals, but it should be interpreted together with task complexity, completion rate, and satisfaction rather than minimized as an isolated objective.","Conversation length đo số lượt trao đổi trong một session agent. Số lượt tăng có thể là dấu hiệu sớm người dùng khó đạt mục tiêu, nhưng phải xét cùng độ phức tạp tác vụ, tỷ lệ hoàn thành và hài lòng thay vì giảm số lượt như mục tiêu độc lập.","Định nghĩa turn/session timeout; theo dõi mean và distribution theo intent/version; tìm loop, clarification và tool latency.",Average turns tăng 4→9 sau release; kiểm tra task mix có đổi không.,Early warning trước khi feedback satisfaction giảm rõ.,Hội thoại dài có thể phù hợp tác vụ phức tạp; chỉ nhìn average dễ bỏ các session cực dài.,AgentCore; CloudWatch custom metrics,Domain 4,4.1,Agent monitoring,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
Integration error attribution,tool API error • dependency owner • root cause,Quy lỗi về đúng tích hợp phụ thuộc,Integration error attribution separates failures in an agent's external tools and services from failures in model behavior or application orchestration. Correlating tool-specific error rates with trace spans helps the team identify the failing dependency and choose a targeted fix instead of changing the model unnecessarily.,Integration error attribution tách lỗi của tool/dịch vụ ngoài khỏi lỗi hành vi model hoặc orchestration ứng dụng. Liên kết tỷ lệ lỗi theo tool với trace span giúp xác định dependency đang hỏng và chọn cách sửa đúng thay vì thay model không cần thiết.,"Theo dõi tool name, error class/status, timeout, latency và release/config. Kiểm tra authentication, contract, quota hoặc upstream availability theo dấu vết.",ServiceNow API errors tăng trong khi các tool khác và model call bình thường.,Định tuyến incident cho integration owner; rollback config hoặc sửa client khi đúng nguyên nhân.,Fine-tuning không sửa được credentials hết hạn. Error không log vẫn có thể có sai hành vi; cần cả behavioral metrics.,AgentCore Observability; CloudWatch Logs,Domain 4,4.1,Agent monitoring,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
FM operational versus quality layers,availability/latency ≠ helpfulness/grounding,Hai lớp giám sát foundation model,"FM monitoring separates operational health from output quality. Operational metrics describe request volume, errors, latency, and token consumption; quality evaluation assesses whether responses are useful, coherent, grounded, and safe. Both layers are required because harmful or inaccurate content can be returned quickly by a healthy service.","Giám sát FM tách sức khỏe vận hành khỏi chất lượng output. Metric vận hành mô tả volume, lỗi, latency và token; đánh giá chất lượng kiểm tra response có hữu ích, mạch lạc, dựa trên nguồn và an toàn. Cần cả hai vì nội dung sai hoặc có hại vẫn có thể trả nhanh từ dịch vụ khỏe.",Theo dõi runtime metrics liên tục; chạy evaluation representative prompts định kỳ; kết hợp feedback và kiểm tra grounding theo response khi phù hợp.,Latency ổn nhưng helpfulness giảm do KB section lỗi thời.,Thiết kế dashboard FM đủ lớp thay vì chỉ vận hành endpoint.,"Token count, HTTP 200 và GPU utilization không đo factual correctness. Không có một accuracy duy nhất thích hợp mọi tác vụ sinh.",Bedrock runtime; Bedrock evaluations; CloudWatch,Domain 4,4.1,FM monitoring,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
InvocationLatency and TimeToFirstToken,last token • first token • streaming,Độ trễ toàn response và token đầu tiên,"InvocationLatency measures the time until the last output token, while TimeToFirstToken measures the time until the first output token. Their difference isolates the remaining generation interval for streaming requests, helping distinguish waiting before generation from time spent producing a longer or slower response.","InvocationLatency đo thời gian đến token output cuối, còn TimeToFirstToken đo đến token đầu. Hiệu hai giá trị tách khoảng sinh tiếp theo của request streaming, giúp phân biệt chờ trước khi sinh với thời gian tạo response dài hơn hoặc chậm hơn.","Trong bài: metric bedrock-runtime, đơn vị milliseconds; TTFT được xuất cho ConverseStream và InvokeModelWithResponseStream. So cùng model, time window và loại operation.",InvocationLatency=3000 ms; TTFT=500 ms → khoảng còn lại 2500 ms.,Phân tích trải nghiệm streaming và latency degradation.,Không dùng TTFT không có dữ liệu để suy OTPS non-streaming. Metric tên giống ở dịch vụ khác có thể mang nghĩa khác.,Amazon Bedrock runtime; CloudWatch,Domain 4,4.1,FM monitoring,Skill Builder,"https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9
https://docs.aws.amazon.com/bedrock/latest/userguide/monitoring-runtime-metrics.html",16/09/2026
Output tokens per second (OTPS),decode throughput • tokens / generation time,Tốc độ sinh token đầu ra,"Output tokens per second estimates generation throughput after the first-token waiting period, separating output length from token-generation speed. A stable OTPS with higher total latency suggests longer work per request, while lower OTPS suggests slower generation and motivates investigation of model-side capacity or performance.","OTPS ước tính throughput sinh output sau thời gian chờ token đầu, giúp tách độ dài output khỏi tốc độ sinh token. OTPS ổn định trong khi tổng latency tăng gợi ý request phải sinh nhiều hơn; OTPS giảm gợi ý sinh chậm và cần điều tra capacity/hiệu năng phía model.","Công thức bài: OutputTokenCount/(InvocationLatency−TimeToFirstToken)×1000. Dùng cùng phạm vi dữ liệu, đảm bảo mẫu số dương. Với metric tổng hợp, đây là chỉ báo; không coi tỷ số percentile là percentile throughput chính xác.",200 token/(3000−500)ms×1000=80 token/s.,"Chẩn đoán latency: xem TTFT, độ dài prompt/output, rồi OTPS trước khi tăng capacity.",Áp dụng streaming có TTFT. OTPS giảm gợi ý chứ không chỉ đích danh nguyên nhân; response dài hơn không tự nghĩa quality kém.,Bedrock runtime; CloudWatch metric math,Domain 4,4.1,FM monitoring,Skill Builder,"https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9
https://docs.aws.amazon.com/bedrock/latest/userguide/monitoring-runtime-otps.html",16/09/2026
"Token usage, errors, and throttling",input/output tokens • request errors • quota,"Lượng token, lỗi request và throttling","Token metrics describe the size of model inputs and outputs, while invocation errors and throttles describe different failure modes of the serving path. Monitoring them together helps distinguish demand growth, verbose prompts or responses, broken clients, and capacity pressure without confusing those operational signals with response quality.","Metric token mô tả kích thước input/output model; invocation errors và throttles mô tả các kiểu thất bại khác nhau của đường phục vụ. Theo dõi cùng nhau giúp phân biệt tăng nhu cầu, prompt/response dài, client lỗi và áp lực capacity, mà không nhầm tín hiệu vận hành với chất lượng response.","Theo dõi InputTokenCount, OutputTokenCount, client/server errors, throttles theo model và cửa sổ. Diễn giải chi phí theo pricing mode thật; token chỉ là thành phần, không phải mọi workload đều tính giá một kiểu.","Prompt change làm output token tăng gấp đôi, latency tăng dù throughput ổn.","Phân tích vận hành FM, chẩn đoán verbosity/quota và liên hệ cost Task 4.2.",Error count và throttle count cần xem riêng; không cho rằng tăng quota sửa hallucination.,Bedrock runtime; CloudWatch,Domain 4,4.1,FM monitoring,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
Model invocation logging,request/response content • metadata • opt-in,Ghi nội dung request và response,"Model invocation logging captures supported model requests, responses, and associated metadata so investigators can inspect the content behind aggregate metrics. It complements runtime monitoring by exposing prompt and response changes that may explain quality or latency regressions, while requiring deliberate data access and retention controls.","Model invocation logging ghi request, response và metadata của các lời gọi được hỗ trợ để người điều tra xem nội dung phía sau metric tổng hợp. Nó bổ sung runtime monitoring bằng cách làm rõ thay đổi prompt/response có thể gây regression chất lượng hoặc latency, đồng thời cần kiểm soát truy cập và thời gian lưu.",Cấu hình delivery tới CloudWatch Logs hoặc S3 theo tính năng; đối chiếu request/model/time với alarm. Logging nội dung không đồng nghĩa tự chạy evaluator.,So prompt trước/sau release để thấy instruction yêu cầu câu trả lời dài hơn.,"Debug case cụ thể, tạo mẫu đánh giá có review và truy quality regression.",Không đồng nhất CloudTrail API audit với full model input/output logging. Log có thể chứa dữ liệu nhạy cảm.,Bedrock model invocation logging; CloudWatch Logs; S3,Domain 4,4.1,FM monitoring,Skill Builder,"https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9
https://docs.aws.amazon.com/bedrock/latest/userguide/model-invocation-logging.html",16/09/2026
Representative prompt set and scheduled evaluations,coverage • fixed comparison • recurring quality score,Bộ prompt đại diện và đánh giá định kỳ,"A representative prompt set covers the tasks, user groups, edge cases, and risks an FM application actually encounters. Repeated evaluation on a controlled dataset and scoring configuration makes changes in response quality observable over time, while refreshed samples capture new production behavior.","Bộ prompt đại diện bao phủ tác vụ, nhóm người dùng, edge case và rủi ro ứng dụng FM thực sự gặp. Đánh giá lặp trên dataset và cấu hình chấm được kiểm soát giúp quan sát thay đổi chất lượng theo thời gian, còn mẫu cập nhật giúp phản ánh hành vi production mới.","Version dataset, model/prompt, evaluator/rubric và reports; giữ phần cố định để so regression, bổ sung phần traffic mới có nhãn scope. Xem từng case ngoài aggregate.","Chạy weekly prompt set hỗ trợ khách hàng, theo dõi helpfulness/coherence trend.",Biến evaluation thành monitoring thay vì chỉ test trước release.,Thay judge/dataset và model cùng lúc làm khó quy nguyên nhân score đổi. Mẫu dễ hoặc lệch không đại diện production.,Bedrock evaluations; S3; EventBridge,Domain 4,4.1,FM quality,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
LLM-as-a-judge and programmatic scoring,second model • rubric • computed metrics,Chấm bằng model giám khảo và bằng chương trình,"Programmatic scoring computes predefined metrics using an explicit algorithm, whereas an LLM judge rates responses against a rubric using another language model. Both can support repeatable evaluation, but their scores reflect the chosen task, reference data, and scoring method and must be validated before driving automated decisions.","Chấm bằng chương trình tính metric theo thuật toán rõ ràng, còn LLM judge dùng một language model khác để đánh giá response theo rubric. Cả hai hỗ trợ đánh giá lặp lại, nhưng điểm phụ thuộc tác vụ, dữ liệu tham chiếu và cách chấm, nên cần kiểm định trước khi dùng quyết định tự động.","Built-in metrics phù hợp task; judge đánh giá helpfulness/coherence và cung cấp rationale tùy tính năng. So với human-rated examples, giữ judge version và kiểm tra trường hợp bất đồng.",Judge helpfulness giảm dù error rate ổn → review response và input samples.,Theo dõi quality khó quy về một nhãn exact-match.,Judge không phải ground truth tuyệt đối; có bias và biến động. Không dùng một aggregate score che lỗi an toàn nghiêm trọng.,Amazon Bedrock evaluations,Domain 4,4.1,FM quality,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
RAG retrieval quality versus generation quality,relevant evidence • supported answer • separate stages,Chất lượng truy xuất và chất lượng câu trả lời RAG,"RAG quality has separate retrieval and generation components. Retrieval evaluation asks whether the system finds the right evidence for a query; generation evaluation asks whether the answer uses that evidence correctly and satisfies the task. Separating the two locates failures in the knowledge source, retrieval configuration, or response generation.","Chất lượng RAG có thành phần truy xuất và sinh trả lời riêng. Đánh giá retrieval hỏi hệ thống có tìm đúng bằng chứng cho query không; đánh giá generation hỏi câu trả lời có dùng bằng chứng đúng và đáp ứng tác vụ không. Tách hai lớp giúp tìm lỗi ở nguồn tri thức, retrieval hoặc generation.","Lưu query, retrieved chunks, generated answer và reference khi cần; kiểm tra relevance/coverage rồi grounding/usefulness. Theo dõi KB freshness và cấu hình chunking/retrieval.",Retriever đưa policy cũ; model trả lời trôi chảy nhưng nội dung hết hiệu lực.,Root cause RAG score giảm; chọn sửa ingestion/retrieval hoặc prompt/model.,Câu trả lời có citation không tự chứng minh citation hỗ trợ claim. Grounded trên tài liệu cũ vẫn có thể sai thực tế.,Bedrock RAG evaluations; Knowledge Bases,Domain 4,4.1,FM quality,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
"Grounding, hallucination, and consistency threshold",claims supported by context • flag suspicious outputs,"Bám nguồn, ảo giác và ngưỡng nhất quán","Grounding checks assess whether a response's claims are supported by the supplied or retrieved context. Unsupported claims are hallucination candidates; automated consistency scores can prioritize suspicious outputs for human review, but evidence quality and evaluator limitations determine how much confidence the check deserves.","Grounding check đánh giá claim trong response có được ngữ cảnh cung cấp hoặc truy xuất hỗ trợ hay không. Claim không có căn cứ là ứng viên hallucination; consistency score tự động giúp ưu tiên output đáng nghi cho review, nhưng độ tin của kiểm tra phụ thuộc chất lượng nguồn và giới hạn evaluator.","Kiểm tra từng response hoặc mẫu theo rủi ro, gắn claim-evidence, đặt threshold và review queue. Sau alert, kiểm tra retrieval relevance, KB freshness rồi prompt/model.",Walkthrough consistency<0.8 → human review; 0.8 chỉ là ngưỡng minh họa của ứng dụng.,Phát hiện hallucination ở quy mô lớn và ưu tiên con người vào case đáng nghi.,"Grounding cao không bảo đảm nguồn đúng hoặc cập nhật; score thấp cần kiểm tra, không luôn chứng minh mọi câu đều sai.",Bedrock evaluations; Guardrails; application checks,Domain 4,4.1,FM quality,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
Human helpfulness feedback,used • edited • ignored • outcome signal,Phản hồi tính hữu ích từ người dùng,"Human helpfulness feedback records how users actually use an AI suggestion, such as accepting it, editing it, or ignoring it. Aggregating these outcomes provides a direct application-quality signal that complements automated judges and reveals whether generated content reduces effort in the real workflow.","Human helpfulness feedback ghi cách người dùng thực sự sử dụng gợi ý AI, như dùng nguyên, chỉnh sửa hoặc bỏ qua. Tổng hợp các kết quả tạo tín hiệu chất lượng trực tiếp của ứng dụng, bổ sung automated judge và cho thấy nội dung sinh có giảm công việc thực tế không.","Định nghĩa used/edited/ignored và eligible suggestions; theo dõi theo task/team/version, kết hợp nhận xét. Review selection bias khi chỉ một nhóm chủ động phản hồi.",Walkthrough used rate<60% → điều tra; ngưỡng này là ví dụ.,"Đánh giá assistant hỗ trợ nhân viên, dùng feedback để ưu tiên cải tiến.",Bị edit không luôn nghĩa sai; bỏ qua có thể do workflow. Không biến feedback chưa xác minh thành nhãn train tự động.,Application telemetry; CloudWatch; Bedrock evaluations,Domain 4,4.1,FM quality,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
Guardrail intervention rate,content safeguards • blocked/filtered • rising violations,Tỷ lệ can thiệp của guardrail,"Guardrail intervention rate tracks how often configured safety or content controls act on application inputs or outputs. A rising rate may indicate changing user requests, application exposure, or model behavior, and should trigger investigation of the affected policies and examples rather than an assumption that infrastructure has failed.","Guardrail intervention rate theo dõi tần suất các kiểm soát nội dung/an toàn đã cấu hình tác động lên input hoặc output. Tỷ lệ tăng có thể do yêu cầu người dùng, phạm vi ứng dụng hoặc hành vi model thay đổi, cần điều tra policy và ví dụ bị tác động thay vì mặc định hạ tầng hỏng.","Theo policy category, input/output, model/prompt version và traffic segment; kiểm tra false positives và các case lọt kiểm soát cùng với rate.",Violation rate tăng sau mở public chatbot; xem user input mix và guardrail config.,Giám sát ranh giới an toàn song song helpfulness/grounding.,Rate thấp không chứng minh tuyệt đối an toàn; giảm sensitivity để làm dashboard đẹp có thể che rủi ro.,Amazon Bedrock Guardrails; CloudWatch,Domain 4,4.1,FM quality,Skill Builder,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
Model Monitor — exam scope and current availability,exam concept • existing customers • current status,Phân biệt kiến thức đề thi và trạng thái dịch vụ,"Model Monitor remains a named example in the MLA-C01 monitoring task, but current AWS documentation states that it is no longer available to new customers and remains usable by existing customers. Study its monitoring concepts while checking present service availability before designing a new implementation.","Model Monitor vẫn là ví dụ được nêu trong task monitoring của MLA-C01, nhưng tài liệu AWS hiện thông báo dịch vụ không mở cho khách hàng mới và khách hàng hiện hữu vẫn sử dụng được. Học các khái niệm monitoring của nó, đồng thời kiểm tra trạng thái dịch vụ trước khi thiết kế triển khai mới.","Đối chiếu 16/09/2026: exam guide Task 4.1 nhắc Model Monitor/Clarify; course hiện hướng dẫn capture, scheduled analysis, CloudWatch. AWS giới thiệu phương án open-source monitoring + CloudWatch/QuickSight.",Khi đề hỏi monitor quality theo baseline vẫn nhận diện Model Monitor; khi triển khai tài khoản mới kiểm tra phương án hiện hành.,Tránh lẫn yêu cầu ôn thi với khả năng tạo tài nguyên thực tế.,"Không tự xóa kiến thức khỏi bộ ôn vì trạng thái đổi; đây là ghi chú hiện hành có ngày đối chiếu, không cam kết nội dung mọi phiên bản đề.",Model Monitor; CloudWatch,Domain 4,4.1,Ghi chú đối chiếu,Bổ sung Domain 4,"https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9
https://docs.aws.amazon.com/sagemaker/latest/dg/model-monitor-availability-change.html
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain4.html",16/09/2026
Infrastructure cost–performance trade-off,cost • performance • reliability,"Đánh đổi chi phí, hiệu năng và độ tin cậy","Infrastructure optimization selects resource configurations and operating policies that meet workload performance and reliability requirements at an acceptable total cost. The goal is to remove waste while preserving required latency, throughput, availability, and model quality.","Tối ưu hạ tầng là lựa chọn cấu hình tài nguyên và chính sách vận hành đáp ứng yêu cầu hiệu năng, độ tin cậy của workload với tổng chi phí phù hợp. Mục tiêu là loại bỏ lãng phí nhưng vẫn giữ latency, throughput, availability và chất lượng mô hình theo yêu cầu.","Đặt ràng buộc kinh doanh trước: p99 latency, lưu lượng giờ cao điểm, uptime, deadline training, chất lượng. Sau đó đo baseline, thử phương án, tính tổng chi phí và kiểm tra lại sau thay đổi.",Endpoint rẻ hơn 30% nhưng p99 vượt SLA 100 ms là phương án không đạt. Có thể dùng nhiều instance nhỏ hơn nếu tổng chi phí giảm và vẫn đủ capacity.,"Tối ưu sau deployment, trước cam kết mua tài nguyên và khi workload thay đổi.","Không tối ưu một mình giá/instance hoặc CPU utilization. Chi phí gồm compute, storage, network và các dịch vụ phụ trợ.",CloudWatch; Inference Recommender; Cost Explorer,Domain 4,4.2,Nền tảng tối ưu,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Resource utilization and saturation,CPU • memory • GPU • network • storage,Mức sử dụng và bão hòa tài nguyên,"Resource utilization measures how much of an available resource a workload consumes during an observation period. Low utilization can reveal idle spending, while sustained high utilization or queue growth can indicate a bottleneck that limits throughput or increases latency.",Mức sử dụng tài nguyên đo phần năng lực sẵn có mà workload tiêu thụ trong một khoảng quan sát. Utilization thấp có thể cho thấy chi phí nhàn rỗi; utilization cao kéo dài hoặc hàng đợi tăng có thể cho thấy nút thắt làm giảm throughput hoặc tăng latency.,"Quan sát riêng CPU, bộ nhớ, GPU, disk I/O và network; kết hợp average với peak và percentile latency. CPU thấp không chứng minh cả máy dư thừa nếu memory hoặc GPU đã gần giới hạn.","CPU 35%, memory 28% trên máy 64 GiB gợi ý thử rightsizing; memory đang dùng xấp xỉ 17,92 GiB, cần thêm headroom.","Phát hiện overprovisioning, chọn family phù hợp và tìm tài nguyên gây nghẽn.","Không cố đạt 100% utilization mọi lúc; cần headroom cho spike, failover, model loading và batch lớn.",CloudWatch; Compute Optimizer,Domain 4,4.2,Infrastructure KPIs,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Throughput versus latency,requests/second • completion time • p99,Thông lượng khác độ trễ,"Throughput is the amount of work completed per unit time, while latency is the time required to complete an individual operation. Infrastructure must support the required arrival rate without allowing queueing and tail latency to exceed the application's service objectives.","Throughput là lượng công việc hoàn thành trên một đơn vị thời gian, còn latency là thời gian hoàn tất một thao tác. Hạ tầng phải đáp ứng tốc độ request đến mà không làm hàng đợi và độ trễ đuôi vượt mục tiêu dịch vụ của ứng dụng.",Batch workload thường quan tâm records/giờ và deadline; online inference quan tâm requests/giây cùng p95/p99. Batching có thể tăng throughput nhưng tăng thời gian chờ từng request.,50 triệu predictions/ngày tương đương khoảng 579 predictions/giây trung bình; không thể dùng riêng mức trung bình để size cho giờ cao điểm.,"Load testing, capacity planning và so sánh cấu hình endpoint.","Throughput cao không đồng nghĩa mọi request nhanh. Đo cùng payload, concurrency, model và điều kiện tải để so sánh.",Inference Recommender; CloudWatch,Domain 4,4.2,Infrastructure KPIs,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Availability and fault tolerance,uptime • failure recovery • redundancy,Tính sẵn sàng và khả năng chịu lỗi,"Availability describes whether a service is accessible and functioning when needed. Fault tolerance describes its ability to continue operating when components fail, using redundancy, isolation, and recovery mechanisms rather than relying on a single healthy resource.","Availability thể hiện dịch vụ có truy cập được và hoạt động khi cần hay không. Fault tolerance là khả năng tiếp tục vận hành khi thành phần hỏng, nhờ dự phòng, cô lập lỗi và cơ chế phục hồi thay vì phụ thuộc vào một tài nguyên luôn khỏe.","Theo dõi uptime, failed requests và system health; đánh giá cấu hình nhiều AZ, khả năng thay thế tài nguyên và capacity dự phòng. Chi phí dự phòng phải gắn với mục tiêu nghiệp vụ.",Cắt toàn bộ instance dự phòng giúp giảm bill nhưng có thể làm mất khả năng phục vụ khi một instance hoặc AZ gặp lỗi.,Quyết định minimum capacity và thiết kế hệ thống inference quan trọng.,Autoscaling không thay thế toàn bộ thiết kế fault tolerance; bổ sung capacity có độ trễ và còn phụ thuộc quota/nguồn cung.,SageMaker hosting; CloudWatch,Domain 4,4.2,Infrastructure KPIs,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Scalability and capacity headroom,changing demand • scale out/in • safety margin,Khả năng mở rộng và phần năng lực dự phòng,"Scalability is the ability to adjust service capacity as workload demand changes. Capacity headroom is the unused operating margin reserved for bursts, scaling delays, and failures so that ordinary demand changes do not immediately cause service degradation.","Scalability là khả năng điều chỉnh năng lực phục vụ khi nhu cầu thay đổi. Capacity headroom là phần năng lực chưa dùng dành cho burst, độ trễ scale và sự cố, giúp biến động tải thông thường không lập tức làm suy giảm dịch vụ.","Scale out tăng số instance; scale in giảm số instance. Vertical scaling đổi kích thước/family. Theo dõi saturation, queue, latency và thời gian khởi tạo để đặt min/max và cooldown.",Peak có thể đến trước khi instance mới tải model xong; cần scale sớm hoặc giữ warm capacity phù hợp.,"Nhu cầu thay đổi theo ngày, chiến dịch hoặc tăng trưởng người dùng.",Giới hạn max capacity quá thấp hoặc quota chưa đủ khiến chính sách đúng vẫn không scale được.,Application Auto Scaling; Service Quotas,Domain 4,4.2,Capacity,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Rightsizing and instance family selection,fit workload • CPU/memory/GPU • benchmark,Chọn đúng loại và kích thước instance,"Rightsizing matches instance family, size, and count to the workload's actual compute, memory, accelerator, and latency needs. It uses measurements and representative benchmarks to reduce overprovisioning without creating memory failures or violating service objectives.","Rightsizing là ghép family, kích thước và số instance với nhu cầu thực tế về compute, bộ nhớ, accelerator và latency. Việc này dựa trên số đo và benchmark đại diện để giảm cấp dư tài nguyên mà không gây thiếu bộ nhớ hoặc vi phạm mục tiêu dịch vụ.","General purpose cân bằng CPU/memory; compute optimized cho CPU-bound; memory optimized khi working set lớn; GPU cho phép tính song song; Inferentia cho inference tương thích. Test cả size và family, không chỉ giảm một nấc máy.",GPU idle nhưng CPU cao: thử CPU-oriented serving hoặc sửa preprocessing; chọn dựa trên profile toàn request.,CPU/memory thấp kéo dài; GPU không được dùng; chi phí/1.000 predictions cao.,"Family rẻ hơn không chắc tổng hệ thống rẻ hơn; tính số replica, memory fit, throughput và chi phí chuyển đổi.",Inference Recommender; Compute Optimizer; EC2,Domain 4,4.2,Rightsizing,Skill Builder,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
Memory floor and per-instance model fit,working set • headroom • per replica,Dung lượng bộ nhớ tối thiểu để model chạy,"The memory floor is the minimum memory needed to hold the model and its runtime working set on each serving replica. A candidate instance must provide enough memory for loading, concurrent requests, and operating overhead before its price or CPU performance is considered.","Memory floor là lượng bộ nhớ tối thiểu để chứa model và working set lúc chạy trên từng replica phục vụ. Instance ứng viên phải đủ bộ nhớ cho tải model, request đồng thời và overhead vận hành trước khi xét giá hoặc hiệu năng CPU.","Đo actual resident/peak memory thay vì chỉ model artifact trên S3. Thêm runtime, tensors, batch buffers và concurrent requests. Nhiều replica không tự chia bộ nhớ một model nếu không thiết kế model parallelism.","Bài học: 28% × 64 GiB ≈ 17,92 GiB. c5.xlarge có 8 GiB nên không thể mặc nhiên thay thế; phải chọn size đủ RAM và benchmark lại.","Sàng lọc candidate trong rightsizing, MME và triển khai model lớn.","Video nhắc c5.xlarge nhưng cũng nêu working set khoảng 18 GiB: dữ kiện không nhất quán. Giữ nguyên nguyên tắc memory fit, không học thuộc cấu hình thay thế đó.",EC2; SageMaker endpoints,Domain 4,4.2,Rightsizing,Skill Builder,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://aws.amazon.com/ec2/instance-types/c5/",16/09/2026
