D3-M40 — CMI không mặc định giá token,CMUs • model copies • billing windows,A cost estimate assumes that every imported-model request is charged only by input/output tokens.,Dự toán giả định mọi request CMI chỉ tính tiền token vào/ra.,"Sửa dự toán theo CMUs, model copies và thời gian tính phí",CMI có cách tính phí capacity sử dụng riêng; tài liệu hiện hành nêu cửa sổ 5 phút. Cần CMU/copy và rate đúng version.,Không lấy giá token của model catalog khác áp cho CMI; CMU khác model unit PT.,D3-P17 • xác định hosting path rồi mới tính chi phí.,3.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/bedrock/latest/userguide/import-model-calculate-cost.html",15/09/2026
"D3-M41 — Nova Lite tùy chỉnh, ít request",custom Nova Lite • 500 descriptions/day,An eligible customized Nova Lite model generates about 500 product descriptions daily.,Nova Lite tùy chỉnh hợp lệ sinh khoảng 500 mô tả/ngày.,Bedrock custom model on-demand deployment,"Nếu đúng model/Region/điều kiện, custom deployment tránh cấp PT không cần thiết cho tải này; sử dụng deployment ARN khi gọi.","Không kết luận mọi customized FM đều bắt buộc PT; CMI là đường khác. Tên đúng Nova Lite, không phải Nova Light.",D3-P15 / D3-P23 • eligibility → Active deployment → invoke.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M42 — Muốn control phần cứng FM,instance choice • custom serving runtime,The team needs control over accelerator selection and the inference runtime for a model it can legally self-host.,Nhóm cần chọn accelerator và runtime inference cho model có thể tự host.,SageMaker self-hosting / JumpStart hoặc BYOM phù hợp,"SageMaker cho cấu hình container, compute, count và serving parameters; phù hợp khi managed FM API không đủ mức kiểm soát.",Đổi Bedrock tier không cho tự chọn instance. Không giả định mọi model proprietary cho phép xuất weights để self-host.,D3-P13 / D3-P16 • control đi kèm trách nhiệm vận hành.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M43 — Người dùng muốn thấy output sớm,time to first token • incremental response,Users should see the first generated text before a long answer finishes.,Người dùng muốn thấy phần đầu trước khi cả câu trả lời dài hoàn tất.,Response streaming,"Client nhận và hiển thị từng token/chunk khi có, giúp cải thiện cảm nhận latency; cần API/model hỗ trợ.",Không tự giảm weights/memory footprint hay đảm bảo tổng thời gian model tính toán giảm. Phân biệt TTFT và thời gian hoàn tất.,Stream cải thiện cách nhận output; benchmark compute riêng.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M44 — Tăng throughput GPU,batching • concurrency • utilization,A serving GPU is underutilized and the latency budget allows modest request batching.,"GPU serving dùng thấp, ngân sách latency cho phép gom request vừa phải.",Benchmark batching/concurrency phù hợp,"Gom việc và cho xử lý nhiều request có thể tăng sử dụng/throughput; tăng dần và đo latency, queue, memory.",Batch lớn không luôn tốt; không nhầm inference batching với Batch Transform mode hoặc training minibatch.,D3-P16 • tăng utilization trong giới hạn SLA.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M45 — Deploy agent không chỉ weights,tools • state • business actions,"A shopping assistant must retrieve products, check stock and act on a user's cart.","Trợ lý mua sắm phải tra sản phẩm, kiểm tra tồn kho và thao tác giỏ hàng.",Ứng dụng agent với model + tools + identity + runtime,"Model cung cấp suy luận, KB cung cấp tài liệu, tools thực hiện action và identity kiểm soát truy cập. Runtime host logic phối hợp.","Chỉ deploy FM endpoint không tự tạo workflow, quyền tool hay bộ nhớ; không cấp quyền quản trị chung để đơn giản hóa.",D3-P18 / D3-P23 • đủ các thành phần ứng dụng agent.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M46 — Chọn nơi chạy agent,managed agent hosting • sessions,The team needs managed execution infrastructure for its agent application.,Nhóm cần hạ tầng thực thi được quản lý cho ứng dụng agent.,Bedrock AgentCore Runtime,"Host logic agent và phiên thực thi, giảm tự quản server; model/tool backend có thể là các dịch vụ khác được kết nối.",Gateway tập trung tool integration; Memory lưu thông tin; Runtime không tự tạo business logic hay knowledge base.,Runtime = nơi chạy ứng dụng agent.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M47 — API doanh nghiệp thành tool,MCP • API/Lambda targets,Several agents need a consistent interface to internal APIs and Lambda tools.,Nhiều agent cần giao diện thống nhất để dùng API nội bộ và Lambda tools.,AgentCore Gateway qua MCP,"Tập trung định nghĩa/kết nối tool và auth, giảm adapter lặp; agent khám phá và gọi target được cấu hình.",A2A dành giao tiếp giữa agent. Gateway/tool schema không thay kiểm tra quyền backend.,D3-P19 • API → Gateway → MCP tool.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M48 — Nhớ trong phiên và giữa phiên,session context • persistent preference,Match conversation context within a session and preferences remembered on later visits.,Ghép ngữ cảnh trong phiên và sở thích nhớ ở lần truy cập sau.,Short-term memory / Long-term memory,Short-term duy trì mạch hội thoại hiện tại; long-term lưu thông tin được chọn qua nhiều session để cá nhân hóa.,Knowledge Base chứa tài liệu nguồn; weight model không phải nơi ghi mọi sở thích người dùng. Retention/quyền cần cấu hình.,AgentCore Memory; chọn loại và scope theo nhu cầu.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M49 — Danh tính và quyền tool,credentials • delegation • least privilege,An agent calls a protected service on behalf of a specific user.,Agent gọi dịch vụ được bảo vệ thay mặt một người dùng cụ thể.,AgentCore Identity + authorization tại dịch vụ,Dùng identity/credential phù hợp để backend phân quyền theo user và action; scope tối thiểu cho nhiệm vụ.,Instructions trong prompt không thay xác thực/ủy quyền. Gateway không tự chứng minh mọi action được phép.,D3-P18 / D3-P19 • identity trước hành động.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M50 — Agent này giao việc agent khác,agent-to-agent • task/result exchange,A specialist agent receives tasks from another agent and returns results.,Agent chuyên môn nhận nhiệm vụ từ agent khác rồi trả kết quả.,A2A-compatible agent communication,"Loại tương tác là trao đổi nhiệm vụ giữa agent, khác discovery/call API tools qua MCP.",Không gọi mọi tool invocation là A2A; giao thức không tự cấp quyền hay bảo đảm kết quả đáng tin.,MCP = agent–tool; A2A = agent–agent.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M51 — Tool tính toán và web,code execution • browser interaction,Match structured calculations and web-page interactions to built-in agent tools.,Ghép tính toán bằng mã và thao tác trang web với tool tích hợp.,Code Interpreter / Browser,Code Interpreter chạy mã cho tính toán/xử lý dữ liệu; Browser tương tác web. Chọn tool đúng nhiệm vụ và giới hạn.,Không dùng model chỉ đoán số khi cần tính chính xác; có browser không có nghĩa được phép mọi thao tác web.,AgentCore built-in tools; scope và dữ liệu vẫn phải kiểm soát.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M52 — Agent chậm ở đâu,tool spans • model latency • traces,An agent response is slow and the team needs to isolate model calls from tool delays.,"Agent trả lời chậm, cần tách thời gian model và thời gian tool.","AgentCore Observability / CloudWatch traces, logs, metrics",Telemetry được instrument giúp lần theo bước chậm và lỗi; cấu hình thu thập/xem trace như bài học hướng dẫn.,Không coi trace là toàn bộ suy nghĩ nội bộ; không chỉ nhìn tổng latency rồi đổi FM mà chưa kiểm tra tool.,D3-P18 • instrument → diagnose → tune.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M53 — Catalog cập nhật cho trợ lý,RAG • S3 documents • retrieval,A shopping assistant must answer using changing product documentation stored in S3.,Trợ lý cần trả lời từ tài liệu sản phẩm trên S3 thường cập nhật.,Bedrock Knowledge Bases / RAG,"Ingest/sync nguồn thành index, truy xuất context lúc hỏi giúp dùng tài liệu bên ngoài model. Trọng tâm D3 là cấu hình và triển khai retrieval.",Không mặc định fine-tune lại FM mỗi lần đổi catalog; upload S3 chưa chứng minh Knowledge Base đã sync.,D3-P20 • source → ingest/index → retrieval.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M54 — Tìm mã sản phẩm và ngữ nghĩa,SKU exact match • semantic similarity,Queries contain exact product identifiers as well as paraphrased descriptions.,Query có mã sản phẩm chính xác và cả mô tả diễn đạt khác tài liệu.,Xem xét hybrid search trên backend hỗ trợ,Kết hợp lexical exact-match và vector semantics giúp đáp ứng cả kiểu truy vấn; cần đánh giá kết quả thực.,Semantic-only có thể chưa tối ưu mã hiếm; hybrid không tự luôn tốt hơn hoặc có ở mọi vector store.,"Semantic search là query strategy, không là semantic chunking.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M55 — Cần đoạn nhỏ và context rộng,child retrieval • parent context,Retrieve a precise small passage but supply the larger surrounding section to the model.,Tìm đoạn nhỏ chính xác nhưng đưa phần ngữ cảnh rộng hơn cho model.,Hierarchical chunking,Index có parent/child; lấy child phù hợp rồi thay bằng parent để giữ ngữ cảnh. Các child cùng parent có thể gộp.,Không đảm bảo numberOfResults = số kết quả cuối. Fixed-size không có cấu trúc parent/child này.,D3-P20 • retrieve child → return parent context.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M56 — Top-k chưa đúng thứ tự,retrieved candidates • relevance ordering,"Relevant material is in the candidate set, but the most useful passages rank too low.",Tài liệu liên quan đã có trong candidate nhưng đoạn hữu ích xếp thấp.,Reranking,Chấm lại query–document để sắp xếp candidates; cân nhắc thêm latency/cost và đo cải thiện.,Không tìm lại tài liệu đã bị filter/retrieval bỏ qua. Tăng k không đồng nghĩa rerank hoặc bảo đảm tăng chất lượng.,D3-P21 • retrieve → rerank → select context.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M57 — Ứng dụng chỉ muốn nguồn,retrieved chunks • custom prompt/model,An application wants source chunks and metadata and will control prompt assembly and generation itself.,"Ứng dụng muốn chunks/metadata, tự dựng prompt và điều khiển generation.",Knowledge Bases Retrieve API,"Giữ phần retrieval managed, trao quyền xử lý tiếp cho ứng dụng/agent; hợp retrieval như một tool.",RetrieveAndGenerate đã kết hợp generation. Retrieve một mình không trả lời sinh bằng FM.,D3-P22 • chunks only → Retrieve.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M58 — Muốn managed answer có nguồn,retrieve + augment + generate,A simple chatbot wants a managed retrieval-and-generation operation with source references.,Chatbot muốn một thao tác managed lấy dữ liệu rồi sinh trả lời có nguồn.,Knowledge Bases RetrieveAndGenerate,Tích hợp retrieval và generation dựa trên context; giảm công ghép thủ công nhưng vẫn cần cấu hình/evaluation.,Không phải fine-tuning. Có citation không bảo đảm mọi phát biểu đúng; kiểm thử relevance và answer quality.,D3-P22 • managed RAG answer → RetrieveAndGenerate.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M59 — Lọc tài liệu đúng phòng ban,metadata filter • access scope,Answers should use only documents belonging to the user's authorized department.,Câu trả lời chỉ dùng tài liệu thuộc phòng ban người dùng được phép truy cập.,Metadata filtering do backend đáng tin áp dụng + authorization,Filter giảm phạm vi nguồn; logic xác thực/phân quyền quyết định giá trị được phép để tránh client tự mở rộng phạm vi.,Không coi filter do client tùy ý gửi là hàng rào bảo mật đầy đủ. Tăng top-k không giải quyết truy cập sai nguồn.,D3-P21 • quyền xác định scope → filter → retrieval.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M60 — Kiểm soát nội dung và prompt attack,content policy • guardrails • defense layers,A shopping assistant must apply content policies and mitigate malicious prompt content.,Trợ lý cần áp chính sách nội dung và giảm tác động prompt độc hại.,Bedrock Guardrails kết hợp controls của ứng dụng,"Guardrails bổ sung kiểm soát input/output; vẫn cần instructions rõ, tools giới hạn, identity và kiểm tra hành động.","Không bảo đảm chặn mọi injection, không thay IAM/backend authorization, không tự xác minh mọi thông tin trả lời.",D3-P18 / D3-P23 • nhiều lớp kiểm soát đúng vai trò.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M61 — Provisioning lặp lại không nhập tay,repeatable environments • versioned definitions,"A team wants each test environment to reproduce reviewed network, compute and IAM settings.","Nhóm muốn mỗi môi trường test tái tạo đúng cấu hình network, compute và IAM đã review.",Infrastructure as Code,"Định nghĩa máy đọc được cùng version control và kiểm thử giúp áp cùng cấu hình, tái tạo và dọn môi trường khi cần.",IaC không tự làm thiết kế đúng hoặc tự tạo chiết khấu compute; lợi ích chính ở đây là repeatability và giảm lỗi thao tác.,D3-P28 • viết định nghĩa → kiểm thử → triển khai,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M62 — Có thứ tự không bắt buộc imperative,dependencies • Ref/GetAtt • DependsOn,"A model must exist before its endpoint configuration, and the endpoint must be created afterward.",Model phải có trước endpoint configuration; endpoint được tạo sau đó.,CloudFormation khai báo với dependencies,Ref/GetAtt tạo quan hệ phụ thuộc; DependsOn chỉ định thứ tự khi cần. Engine xử lý provisioning theo graph này.,"Knowledge check module gợi 'ordered steps → imperative', nhưng CloudFormation vẫn hỗ trợ thứ tự. Chọn theo cách mô tả quy trình, không chỉ chữ 'before'.",D3-P25 • dependency order ≠ imperative-only,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M63 — Chiết khấu khác giữ chỗ,Savings Plans • capacity availability,A team purchased a Savings Plan and assumes a future EC2 launch is guaranteed in a specific AZ.,Nhóm mua Savings Plan và nghĩ lần launch EC2 tương lai chắc chắn có capacity trong AZ cụ thể.,Đánh giá Capacity Reservation riêng,Savings Plans thay đơn giá usage đủ điều kiện. Nhu cầu bảo đảm capacity phải xét cơ chế reservation và attribute/AZ phù hợp.,Không đổi instance sang cùng loại có commitment để mong chạy nhanh hơn; phần cứng giống nhau không đổi hiệu năng vì billing.,D3-P24 • pricing commitment ≠ capacity reservation,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M64 — Một template cho dev và prod,deployment inputs • instance type,The same CloudFormation template should use different instance types in dev and production.,Cùng template CloudFormation cần dùng instance type khác nhau ở dev và production.,Parameters,Parameter cho truyền giá trị lúc create/update và được resource tham chiếu; tránh hard-code hoặc copy template.,Mappings phù hợp bảng giá trị cố định; Outputs trả giá trị đã tạo; Resources mới khai báo tài nguyên.,D3-P25 • input configuration → Parameters,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M65 — Image URI khác theo Region,static lookup • FindInMap,A template needs a predefined container image URI for each target AWS Region.,Template cần URI container image đã xác định cho từng Region triển khai.,Mappings + Fn::FindInMap,Bảng lookup đưa Region/key về giá trị image phù hợp để model sử dụng.,Không dùng Outputs để nhận input hoặc mong Mappings tự query image mới nhất. Kiểm tra URI và version thực tế.,D3-P25 • Region → mapping → image URI,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M66 — Tài nguyên chỉ có ở production,conditional creation,A monitoring resource should be included only when the environment parameter is production.,Một tài nguyên monitoring chỉ được tạo khi environment parameter là production.,Conditions,Condition kiểm tra giá trị tham số và điều khiển resource/property có được đưa vào stack không.,Rules chủ yếu validate parameter combinations; CloudWatch alarm là runtime condition khác template Condition.,D3-P26 • điều kiện trong template,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M67 — Chia sẻ subnet giữa stack,export subnet ID • import reference,A serving stack should use the subnet created and owned by a separate network stack.,Serving stack cần dùng subnet do network stack riêng tạo và sở hữu.,Outputs/Export + ImportValue phù hợp,"Export ID từ stack nền, consumer import để tham chiếu dùng chung thay vì tạo lại network.",Không coi Output là IAM grant; Export/ImportValue truyền thống có ràng buộc account/Region và dependency.,D3-P27 • foundation output → consumer reference,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M68 — Xem update có thay resource không,preview replacements • change set,"An operator wants to inspect additions, removals and replacements before updating a live stack.","Người vận hành muốn xem tài nguyên thêm, xóa hoặc thay thế trước khi update stack đang chạy.",CloudFormation change set,Change set mô tả tác động dự kiến từ template/parameters mới để review trước khi execute.,Tạo change set chưa áp thay đổi và không bảo đảm app sẽ healthy sau update; vẫn cần verification.,D3-P26 • propose → review → execute → test,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M69 — Cần property CloudFormation chi tiết,CfnEndpoint • one-to-one resource,A CDK definition must expose the properties of AWS::SageMaker::Endpoint with minimal abstraction.,Định nghĩa CDK cần truy cập chi tiết thuộc tính AWS::SageMaker::Endpoint.,"L1 construct, ví dụ CfnEndpoint","L1 phản ánh resource CloudFormation trực tiếp, phù hợp khi cần mức cấu hình chi tiết đó.",L2 thêm defaults/helper methods; L3 ghép nhiều resource thành pattern; không xếp L1 là chất lượng kém hơn L3.,L1 = resource properties,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M70 — Muốn queue processing pattern có sẵn,ECS + SQS + scaling,"A CDK user wants a reusable architecture containing a container service, queue and queue-based scaling.","Người dùng CDK muốn mẫu tái sử dụng gồm container service, queue và scaling theo queue.",L3 pattern phù hợp,"Pattern compose nhiều resource và glue logic cho use case, giảm khai báo từng resource riêng.",Vẫn review defaults/IAM/cost; L3 không tự chứng minh kiến trúc đáp ứng mọi SLA.,D3-P28 • use-case architecture → L3,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M71 — Sinh template nhưng chưa tạo AWS resources,synthesize • local output,A developer only wants to generate the CloudFormation templates from a CDK app.,Developer chỉ muốn sinh template CloudFormation từ app CDK.,cdk synth,Synth chuyển construct tree thành định nghĩa triển khai; tiện kiểm tra và test trước deploy.,cdk bootstrap chuẩn bị deployment resources trong AWS; cdk deploy mới áp application stack.,D3-P28 • synthesize ≠ deploy,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M72 — Chuẩn bị account/Region cho CDK,asset bucket • deployment roles,The target AWS environment lacks the resources needed to publish CDK deployment assets.,Môi trường AWS đích chưa có tài nguyên cần để xuất bản asset triển khai CDK.,cdk bootstrap,Bootstrap chuẩn bị tài nguyên hỗ trợ như asset storage và role theo bootstrap template.,cdk init tạo project local; bootstrap không tự triển khai model endpoint của app.,D3-P28 • environment preparation,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M73 — Inference container nghe cổng sai,port 8000 • SageMaker contract,A custom SageMaker real-time inference container only listens on port 8000.,Container custom SageMaker real-time chỉ lắng nghe cổng 8000.,Cấu hình server nghe port 8080,Contract hosting trong bài yêu cầu 8080; routing tới /ping và /invocations cần có tại server đó.,Có /opt/ml/model và ENTRYPOINT vẫn chưa sửa cổng sai. Nginx không bắt buộc nếu server khác đáp ứng contract.,D3-P29 • 8080 + routes + ready model,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M74 — Health check và inference request,GET /ping • POST /invocations,Match the periodic readiness check and the prediction request to the serving routes.,Ghép kiểm tra sẵn sàng định kỳ và yêu cầu dự đoán với route serving.,GET /ping; POST /invocations,Health check nhận HTTP 200 khi container sẵn sàng; invocation xử lý payload và trả kết quả model.,"Tài liệu requirement có chỗ ghi POST/ping, nhưng health-check section dùng GET. Đừng triển khai chỉ POST rồi bỏ GET thực tế.",D3-P29 • readiness trước serving,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M75 — Lưu final model đúng thư mục,/opt/ml/model • model.tar.gz,A training script must place the final model files where SageMaker collects deployment artifacts.,Training script phải ghi final model để SageMaker thu thập artifact triển khai.,/opt/ml/model,"Các tệp model cuối được xử lý thành artifact S3 theo workflow, thường model.tar.gz.","/opt/ml/output/data chứa outputs khác; /opt/ml/checkpoints phục vụ checkpoint/resume, không thay gói inference hợp lệ.",D3-P29 • phân biệt model/output/checkpoint,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M76 — Training method trong SDK v2,Estimator • fit,An existing SageMaker Python SDK v2 question asks which object and method starts training.,Câu hỏi dùng SageMaker Python SDK v2 hỏi object/method bắt đầu training.,Estimator + fit(),Estimator định nghĩa training job v2 và fit khởi động train với input được cung cấp.,"Processor.run chạy processing; Model.deploy triển khai. V3 dùng ModelTrainer.train, không trộn nhánh version.",D3-P30 • đọc version trước đáp án,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M77 — Deploy ở SDK v3,ModelBuilder • build/deploy • endpoint.invoke,"A new SDK v3 workflow needs a deployable model, serving endpoint and prediction call.","Workflow SDK v3 cần tạo model deployable, endpoint phục vụ và gọi dự đoán.",ModelBuilder.build → deploy → endpoint.invoke,"Các bước tương ứng model representation, serving resource và inference. Truyền inference config đúng hosting mode.",Build chưa tạo endpoint; Predictor.predict là pattern v2. Không copy method version cũ vào API mới.,D3-P30 • version-specific lifecycle,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M78 — Container cần đọc database private,VpcConfig • container outbound path,The inference handler must query a database reachable only inside the company's VPC.,Inference handler phải query database chỉ truy cập được trong VPC công ty.,Model VpcConfig + subnets/SG/routes phù hợp,"VpcConfig cung cấp kết nối mạng container qua ENIs đến resource VPC, còn SG/route quyết định luồng được phép.","Runtime PrivateLink giải quyết client→API, không container→DB. Network isolation có thể chặn handler gọi DB.",D3-P31 • model-to-VPC,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M79 — Client phải gọi inference private,PrivateLink • Runtime endpoint,An application must invoke SageMaker inference without traversing the public internet.,Ứng dụng phải gọi SageMaker inference mà không đi qua public internet.,SageMaker Runtime interface VPC endpoint,PrivateLink tạo đường private qua endpoint network interfaces; DNS/SG/IAM cần phù hợp.,"Chỉ VpcConfig hoặc S3 endpoint chưa đủ. Chọn Runtime endpoint đúng API, không chỉ management endpoint.",D3-P32 • client-to-runtime,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M80 — Subnets không internet cần S3,S3 endpoint • artifact access,A private deployment path needs access to S3 model artifacts without routing through NAT.,Luồng deployment private cần truy cập model artifact S3 mà không qua NAT.,S3 VPC endpoint và policies phù hợp,Cấu hình endpoint/route cùng IAM/bucket policy cho phép đường S3 private đúng phạm vi.,"S3 endpoint không tạo model, không thay Runtime endpoint và không tự cấp quyền đọc mọi object.",D3-P31 / D3-P32 • tách ba luồng mạng,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M81 — Memory nghẽn trước CPU,representative load • first bottleneck,"During load tests, latency degrades as memory pressure rises while CPU remains low.","Khi load test, latency xấu đi khi memory pressure tăng dù CPU vẫn thấp.",Chọn metric phản ánh nút thắt đã đo,Đo thêm concurrency/queue và cấu hình target phù hợp dưới điểm latency xấu; right-size nếu model không đủ memory.,Không mặc định CPU 90%; latency là acceptance criterion. Đánh giá metric có quan hệ thích hợp với capacity.,D3-P33 • metric từ bottleneck,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-M82 — Muốn mức scale mạnh theo overload,threshold bands • +1/+2,A team wants one scale-out adjustment for moderate overload and a larger one for severe overload.,Nhóm muốn mức scale out nhỏ khi quá tải vừa và lớn hơn khi quá tải nặng.,Step scaling,Alarm và các bậc vi phạm xác định adjustment khác nhau để điều chỉnh capacity.,Target tracking cố giữ metric gần target; scheduled scaling theo thời gian. Thresholds/phép đo cần đúng unit.,D3-P33 • breach range → step adjustment,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
