MLA-C01 • DOMAIN 4,QUY TRÌNH THEO BƯỚC,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,
60 mục • 15 cột,Luồng: C • Từng bước: E:H,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,
Keyword cần nhớ: cột B,Bẫy: J • Điều kiện: K,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: N • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,
Key / Quy trình,Keyword nhận diện,Chuỗi bước cần nhớ,Tình huống / Mục tiêu,Bước 1,Bước 2,Bước 3,Bước 4 / Tùy chọn,Vì sao theo thứ tự này,Phương án nhiễu / Vì sao loại,Điều kiện / Biến thể / Đầu ra,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D4-P23 — Dashboard vận hành nhiều Region và báo cáo BI,operational KPIs • shared view • business context,Chọn KPI/người dùng → kết nối nguồn → xây dashboard → kiểm tra và alarm,On-call cần một màn hình hai Region; quản lý cần cost theo project và business outcome.,"Định nghĩa audience và KPI: utilization, throughput, p99, errors, availability, cost/unit, quality.",Dùng CloudWatch cho metric vận hành; cấu hình quyền/liên kết nếu nhiều account. Chuẩn bị dataset billing/business cho Quick Sight khi cần BI.,"Tạo views theo service/Region/variant/project, hiển thị đúng units/statistics/time windows và liên kết investigation.","Kiểm tra freshness và quyền người xem; thêm alarm/playbook cho ngưỡng cần phản ứng, không chỉ xem dashboard.",Chọn công cụ từ nhu cầu quyết định tránh ép event bus hoặc BI vào công việc không phù hợp.,EventBridge không vẽ dashboard; dashboard không thay alarm; average latency không thay p99.,Cross-Region view khác cross-account access. So dữ liệu cần cùng time zone và cửa sổ quan sát.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P24 — Chuẩn bị quota và GPU capacity theo lịch,quota check • future GPU block • readiness,Ước lượng peak/window → kiểm quota → chọn capacity → chạy đúng lịch,Training/fine-tuning ngắn cần GPU sẵn vào thời điểm xác định.,"Ước lượng loại GPU, số lượng, networking, thời gian và deadline từ benchmark/workload.",Kiểm tra service quotas theo Region; xin tăng hạn mức điều chỉnh được trước thời điểm chạy.,"Tìm Capacity Block/option phù hợp và xác nhận điều kiện thời gian; chuẩn bị dữ liệu, container, permissions/checkpoints trước window.",Khởi động và giám sát job trong window; lưu artifacts/checkpoints đúng hạn và review cost.,Quota cho phép dùng tài nguyên; reservation giải quyết lịch có capacity; job readiness tránh trả tiền window mà chưa chạy được.,Tăng quota không giữ GPU; Spot không bảo đảm có đúng lịch; Savings Plans không thay reservation tương lai.,"Phải xác nhận offering/type/Region/duration thực tế. Đây là quy trình học, không yêu cầu mua tài nguyên.",4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P25 — Phối hợp scheduled và target-tracking scaling,predictable peak • unexpected demand • cooldown,Benchmark target → chuẩn bị theo lịch → scale theo metric → theo dõi scale-in,Traffic cao vào giờ biết trước nhưng vẫn có spike ngoài dự báo.,Xác định per-instance capacity đạt p99/error mục tiêu; đặt min/max theo quota và độ tin cậy.,Tạo scheduled scaling tăng minimum capacity trước peak đủ thời gian tải model.,Tạo target tracking cho biến động trong khung min/max; step scaling chỉ khi cần phản ứng từng mức alarm cụ thể.,"Giảm capacity sau peak có kiểm soát; xem cooldown, lag, saturation và error sau scale.","Lịch xử lý độ trễ chuẩn bị, metric phản ứng nhu cầu thực; kiểm chứng scale-in tránh tiết kiệm quá mức.",Chờ alarm khi peak đã đến mà cold start quá lâu; chỉ dùng lịch cho traffic bất thường; min=0 cho mode không hỗ trợ.,Chọn đúng resource dimension/mode và metric; không mặc định mọi endpoint hỗ trợ cùng policy.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P26 — Tag chi phí từ resource tới báo cáo,attach → activate → verify → allocate,Gắn tag → activate Billing → chờ/kiểm dữ liệu → group/filter chi phí,"Muốn biết dự án/team nào gây bill tăng, gồm Studio jobs và inference.",Chuẩn hóa Project/Team/Environment/CostCenter và gắn resource/job phù hợp; kiểm tra propagation thực tế.,Kích hoạt cost allocation tags trong Billing bằng account/quyền phù hợp.,"Đợi quá trình cập nhật, xác minh tag và cost xuất hiện; backfill chỉ khi điều kiện lịch sử hỗ trợ.","Group/filter Cost Explorer, Budgets hoặc CUR; kiểm tra untagged spend và sửa coverage.",Tag metadata chưa đủ cho billing; activation và dữ liệu xuất hiện là hai bước cần xác nhận.,Đặt tag rồi đòi thấy ngay; cho rằng mọi resource cũ tự được tag; backfill tạo được tag value chưa tồn tại trong quá khứ.,"Tag có thể mất thời gian hiển thị/kích hoạt. Backfill là thao tác riêng có điều kiện, không tự diễn ra.",4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/en_en/awsaccountbilling/latest/aboutv2/cost-allocation-backfill.html",16/09/2026
D4-P27 — Phân tích cost spike và cảnh báo forecast,Cost Explorer → CUR → Budgets • attributed cost,Phát hiện spike → drill down → xác minh usage → đặt budget/action,"Chi phí tăng nhưng chưa biết do volume, cấu hình, experiments hay token behavior.",Xác định time range và cách tính cost nhất quán; tách prod/dev/experiment.,Dùng Cost Explorer group theo service/Region/usage type/tag; drill down phần tăng và so với traffic.,Dùng CUR khi cần line-item granularity; đối chiếu telemetry/logs để giải thích tăng usage hoặc unit cost.,Áp thay đổi phù hợp; tạo actual/forecast budget alerts và theo dõi kết quả sau tối ưu.,"Phân bổ đúng chi phí trước mới biết cần giảm resource, token, refresh hay experiments.",Budget alert không phải hard cap; CloudTrail không thay cost report; traffic tăng không nhất thiết là kém hiệu quả.,Dữ liệu billing có độ trễ; cần kiểm tag coverage và denominator của unit cost.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P28 — Chọn pricing và commitment sau tối ưu,rightsizing first • baseline • interruption tolerance,Phân loại workload → tối ưu usage → chọn đúng pricing → theo dõi coverage/utilization,"Training, inference production và experiments cần chiến lược chi phí khác nhau.","Xác định demand ổn định, deadline, interruption tolerance và dịch vụ thực sự tính phí.","Rightsize, scale và loại idle trước khi tính baseline cam kết; không khóa vào mức lãng phí hiện tại.",Chọn Spot/checkpoint cho training chịu gián đoạn; plan đúng service cho baseline; On-Demand cho phần biến động; Capacity Block cho GPU window.,Theo dõi utilization/coverage và On-Demand excess; điều chỉnh kế hoạch mới theo usage thực thay vì coi cam kết đã mua có thể sửa tùy ý.,Commitment là nghĩa vụ; phải biết baseline sau tối ưu và phạm vi eligibility trước.,EC2 RI cho managed SageMaker endpoint; EC2 Instance Savings Plans cho Lambda; cam kết theo peak ngắn.,"Chiết khấu tối đa không phải bảo đảm. Compute SP, EC2 Instance SP, SageMaker AI SP có phạm vi khác nhau.",4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/savingsplans/latest/userguide/plan-types.html",16/09/2026
D4-P29 — Managed Spot training với checkpoint đúng,save state • Spot flag • wait/runtime • resume test,Chuẩn bị checkpoint → cấu hình Spot → xử lý interruption → xác minh output/cost,Training dài có thể chạy lại một phần và chấp nhận hoàn thành muộn để giảm compute bill.,"Training code/framework phải save/load model, optimizer và trạng thái cần để resume; xác minh checkpoint location/S3 permissions.",Bật Spot với SDK/API đúng version; cấu hình checkpoint S3 và max runtime/wait phù hợp deadline.,"Chạy job, theo dõi interruption và resume; checkpoint định kỳ tùy chi phí ghi so với công việc có thể mất.","Xác minh model output, convergence, elapsed time và billable usage; lưu lessons cho lần sau.",Flag Spot không tạo cơ chế phục hồi model state nếu code không hỗ trợ; wait budget phải bao gồm khả năng chờ capacity.,Chép sai tham số transcript; max_wait quá ngắn; kết luận checkpoint 30 phút nghĩa job chỉ chậm tối đa 30 phút.,"SDK v2: use_spot_instances, max_wait, checkpoint_s3_uri. Không chạy workflow thực hoặc mua tài nguyên trong bài này.",4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/sagemaker/latest/dg/model-managed-spot-training.html
https://sagemaker.readthedocs.io/en/v2.251.0/api/training/estimators.html",16/09/2026
D4-P30 — Gộp model ít dùng bằng multi-model endpoint,shared fleet • target model • cache loading,Chọn model tương thích → triển khai chung → test cache/concurrency → theo dõi cost/SLA,"Nhiều endpoint riêng nhàn rỗi phần lớn thời gian, nhưng phải giữ chất lượng phục vụ.","Phân nhóm model theo container/framework, resource và yêu cầu isolation/latency; loại nhóm không phù hợp chia sẻ.",Lưu artifacts đúng cách và triển khai MME; cấu hình request chỉ định target model.,"Load test hot/cold model, concurrency, loading time, memory pressure và eviction; kiểm tra noisy neighbor.","So tổng cost với dedicated endpoints, rollout từng nhóm và monitor loading/latency/availability.",Compatibility và memory fit cần xác nhận trước; lợi ích consolidation chỉ có thật nếu cold loading vẫn đạt SLA.,Cho rằng mọi framework đều chia chung được; hứa model hot không bao giờ unload; chỉ nhìn utilization trung bình.,"Có thể chọn serverless hoặc endpoint riêng nếu model/mode hỗ trợ và phù hợp hơn; MME là một lựa chọn, không mặc định.",4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P31 — Biên dịch Neo rồi giảm capacity có kiểm chứng,compile target • accuracy check • throughput benchmark,Kiểm support → compile → kiểm quality/performance → rightsize fleet,Model inference đã train cần chạy hiệu quả hơn trên target hardware.,Đối chiếu framework/version/operators/input shape và target được Neo hỗ trợ.,Tạo compilation job và artifacts cho target; chuẩn bị runtime/container triển khai tương thích.,"So outputs/accuracy với baseline rồi benchmark latency, throughput và memory dưới tải đại diện.",Chỉ giảm replica/size khi capacity thực đã chứng minh đủ; rollout/rollback và theo dõi cost sau đổi.,Compile không bảo đảm mọi model nhanh hơn; quality và performance là gate trước giảm tài nguyên.,"Giảm 12→6 chỉ vì video; coi 2,3× là bảo đảm; bỏ qua memory/runtime support.",Video là minh họa. Không thay framework/model version mà chưa kiểm support và numerical behavior.,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/sagemaker/latest/dg/neo-supported-cloud.html",16/09/2026
D4-P32 — Lập baseline chi phí GenAI,calls × tokens × rates • input/output • full stack,Đếm workload → tách token/cost layers → tính baseline → kiểm giả định,Muốn dự toán và đo tiết kiệm prompt/routing/cache thay vì đoán theo số người dùng.,"Đếm conversations, turns, model calls/turn và traffic theo time; tách prod/evaluation/experiments.","Thu input/output/cache tokens theo model; cộng retrieval, tools, embeddings, vector storage và logs liên quan.",Áp rates đúng model/Region/mode; tính cost/request/conversation và quality baseline.,Kiểm số liệu nhất quán và đủ; lưu assumptions để so mỗi thay đổi theo cùng cost boundary.,"Request count không đủ vì history, agent fan-out và output length khác nhau; rates chưa có thì chưa tính USD chính xác.",Ghép system prompt 1.200 vào tổng input 800; dùng output/input price ratio cố định; bỏ phí downstream.,"500k × 4 = 2m turns; 800/400 mỗi turn cho 1,6B input/0,8B output. Đây là số học ví dụ, không bill thực.",4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P33 — Giảm token nhưng giữ chất lượng,compress prompt • relevant context • concise output,Đo token breakdown → chỉnh từng yếu tố → evaluation → rollout và theo dõi,Input dài hoặc output dư làm cost/latency cao mà không tăng ích lợi.,Phân tích token phần system/history/retrieval/tool/output và tìm phần dư chiếm tỷ trọng lớn.,"Loại instructions/ví dụ lặp, chọn context liên quan, tóm tắt history khi phù hợp; hướng response đủ ngắn và đặt output limit.","Chạy evaluation đại diện: correctness, grounding, completeness, truncation và follow-up rate; so với baseline.","Rollout phương án đạt quality gate; theo dõi total token/cost/conversation, không chỉ cost/call.",Phải biết phần nào tốn phí và xác nhận đủ thông tin sau rút; nếu chất lượng giảm dẫn tới nhiều follow-up thì tiết kiệm có thể mất.,"Cắt safety/business instructions, retrieval evidence hoặc JSON quá ngắn; giả định max_tokens bằng số token luôn sinh.","800→450 input và 400→250 output là ví dụ trong bài, không mục tiêu chung cho mọi ứng dụng.",4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P34 — Thiết lập và đánh giá prompt caching,static prefix → cache eligibility → usage evidence,Chọn prefix ổn định → cấu hình theo model → đo hit/read/write → kiểm tiết kiệm ròng,Static prompt/context lặp qua nhiều request nhưng mỗi lần vẫn cần response mới.,"Xác định đoạn prefix chung, tần suất tái sử dụng và phần dynamic; đặt stable content trước.","Kiểm hỗ trợ model/API, token minimum, TTL và implicit/explicit controls; cấu hình nếu cần.","Gửi workload đại diện, đọc cache usage fields và so latency/cost; xác nhận cache thực sự được dùng.",Điều chỉnh prefix/TTL theo support; review cache-write/read economics khi prompt thay đổi.,Eligibility không đồng nghĩa cache hit; bằng chứng usage xác nhận hiệu quả thay vì chỉ bật option.,Nhầm với semantic cache trả lại answer; hứa repeated request luôn hit; dùng cùng TTL/minimum cho mọi model.,Model vẫn sinh output. Giá cache đọc/ghi và behavior khác nhau theo model/API.,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-caching.html",16/09/2026
D4-P35 — Semantic cache có kiểm tra tính hợp lệ,embed → search → authorize/freshness → hit or generate,Embed query → tìm tương đồng → kiểm điều kiện dùng lại → trả cache hoặc gọi model,Câu hỏi lặp ý có thể dùng câu trả lời cũ để tránh một lần generation.,"Xác định scope cache theo tenant/user context, policy/model/knowledge version và dữ liệu được phép dùng chung.",Embed query và tìm candidate vector gần; áp threshold đã tune bằng evaluation.,"Kiểm cùng nghĩa, cùng quyền/ngữ cảnh, freshness/TTL và tính hợp lệ của answer; hit hợp lệ thì trả cached response.","Miss hoặc invalid thì gọi pipeline model/retrieval, đánh giá/lưu answer phù hợp; monitor hit quality, lookup cost và invalidation.",Similarity chỉ lọc candidate; authorization và freshness quyết định có thể dùng lại answer hay không.,"Cosine 0,95 là hằng số AWS; dùng đáp án riêng tư giữa tenant; trả policy cũ vì vector gần.",Cache có chi phí embedding/search/storage; lợi ích ròng phải trừ overhead và không làm giảm answer quality.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P36 — Định tuyến model theo độ khó,evaluate tiers • route • fallback • weighted cost,Phân nhóm queries → benchmark model choices → cấu hình router → monitor quality/cost,"Model lớn xử lý cả câu đơn giản gây phí cao, nhưng câu phức tạp vẫn cần năng lực mạnh.","Chia query theo use case/complexity, thu representative prompts và quality thresholds.","Benchmark model candidates theo từng nhóm, gồm token length, latency, correctness và cost.",Chọn managed router trong phạm vi hỗ trợ hoặc custom logic; định nghĩa fallback/escalation và trace model được chọn.,"Đánh giá routing errors, fallback overhead, weighted token cost và task completion; điều chỉnh theo traffic thật.",Chỉ model đạt yêu cầu mới là candidate rẻ hơn; routing accuracy quyết định lợi ích thực.,Tự gán mọi câu cho model nhỏ; coi 40/35/25 hoặc giảm 60% là mặc định; managed router hỗ trợ mọi cross-provider topology.,Bedrock Intelligent Prompt Routing có giới hạn family/Region/model; custom ba tier cần thiết kế và test riêng.,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-routing.html",16/09/2026
D4-P37 — Kiểm soát khuếch đại chi phí agent,measure → bound → alert • session unit cost,Trace từng step → tìm fan-out/loop/context → đặt limits → đo cost và completion,User traffic không đổi nhưng chi phí/conversation tăng sau thay workflow.,Thu session/trace/span với model/tool calls và token usage; phân bổ giá theo đúng model/tool.,"Tách nguyên nhân: nhiều calls, history dài, retries/loops, retrieval/vector/tool phí tăng.",Giảm thao tác thừa; đặt max steps/tokens/time/retries và fallback trong orchestrator/application.,Alarm unit cost hoặc behavioral signals; kiểm task completion/quality và latency sau đổi.,Tổng bill chỉ báo triệu chứng; trace giải thích cost ở đâu; giới hạn execution ngăn request chạy vô tận.,Cho rằng agent có universal token surcharge; chỉ tăng ngân sách; dùng Budgets thay giới hạn từng request.,AgentCore cung cấp bằng chứng quan sát; control và phép tính cost cần ứng dụng/phần tích hợp phù hợp.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
"D4-P38 — Chọn On-Demand, batch hay Provisioned Throughput",deadline • baseline demand • model support • break-even,Phân loại thời gian trả lời → đo demand → so pricing/capacity → triển khai mode phù hợp,"Ứng dụng có interactive traffic, baseline ổn định và backlog xử lý cuối ngày.",Phân loại request cần realtime và công việc có thể trì hoãn; xác định quality/model requirements.,Đo baseline/peaks và input/output throughput; kiểm model/Region support cho từng mode.,On-Demand cho biến động; batch cho job trì hoãn; PT chỉ khi MU utilization và điều kiện kinh tế/capacity hợp lý.,"Thiết kế routing/fallback riêng cho kết hợp mode; monitor cost, completion, throttling và lifecycle capacity.",Deadline và support loại phương án không phù hợp trước khi so giá; PT cần nhu cầu đủ ổn định.,Batch cho hội thoại đòi phản hồi ngay; PT luôn giảm 30%; tự động spillover mà chưa cấu hình/kiểm khả năng.,"Không chạy mua capacity. Đánh giá pricing hiện hành; token output/input, cache và overhead làm thay đổi break-even.",4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/bedrock/latest/userguide/prov-throughput.html",16/09/2026
D4-P39 — Tối ưu toàn bộ cost stack của RAG,ingestion • embedding refresh • vector query • context,Phân bổ từng lớp → tìm phần tăng → tối ưu refresh/retrieval → kiểm grounding,FM token bill giảm nhưng chi phí ứng dụng RAG vẫn tăng.,"Tách ingestion, embedding refresh, vector storage/query, retrieved input tokens và generation.","Đối chiếu số chunks, dữ liệu đổi, lịch sync và query traffic để tìm driver; phân biệt initial load với recurring cost.",Giảm re-embed dữ liệu không đổi nếu hỗ trợ; chọn chunk/context liên quan; điều chỉnh refresh phù hợp freshness requirement.,"Đánh giá retrieval coverage, grounding và answer completeness; so tổng cost sau tối ưu.",Tiết kiệm một lớp có thể bị lớp khác lấn át; tối ưu phải giữ bằng chứng nguồn đúng và mới.,Chỉ đổi FM model; tắt sync hoàn toàn; giảm chunks mà không đo retrieval recall.,Tính cả evaluation/logging và vector service baseline; dữ liệu nguồn thay đổi có thể cần invalidation cache.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P40 — Review tối ưu liên tục theo quality gate,baseline → one change → verify → repeat,Chọn mục tiêu → thay đổi có đo → kiểm quality/SLA/cost → lưu và review định kỳ,"Kết hợp rightsizing, pricing, consolidation, compilation hoặc tối ưu token mà không mất khả năng giải thích savings.","Ghi baseline cost boundary, traffic, quality, latency, availability và cấu hình/version.",Thử một thay đổi hoặc nhóm có kiểm soát; ghi thành phần bill bị tác động và overhead mới.,"Chỉ chấp nhận nếu cost/unit và tổng chi phí phù hợp, còn quality/SLA/reliability đạt; rollback nếu không.","Cập nhật documentation/dashboard/budget, lưu kết quả và review theo thay đổi workload hoặc cadence phù hợp.","Giữ baseline và quality gate giúp nhận ra tiết kiệm thật, tránh cộng phần trăm hoặc quy công sai nguyên nhân.",20% + 30% = 50%; sao chép 82% từ video thành bảo đảm; mua commitment trước khi giảm idle.,"Giảm 20% rồi 30% cùng cost base cho 44%. Quarterly review trong bài là ví dụ cadence, không quy định bắt buộc.",4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
D4-P41 — Thiết kế least privilege cho ML personas,persona → activity → permission → review,Xác định nhiệm vụ → scope actions/resources → tạo và gán role → kiểm thử và rà soát,"Nhóm scientist, data engineer và MLOps đang dùng cùng quyền rộng.",1. Liệt kê mỗi persona thực sự cần làm gì; phân biệt quyền người tạo job với quyền runtime của job.,"2. Xác định actions, resource ARNs/prefixes và conditions; tách read inputs, write artifacts, deploy và monitor.","3. Tạo role/trust/permission phù hợp; dùng federation cho workforce, execution roles cho services; giới hạn PassRole nếu có.",4. Kiểm thử thao tác được phép và bị cấm; đối chiếu usage/audit định kỳ và loại quyền không còn cần.,Cần biết nhiệm vụ trước khi viết policy; test cả negative cases mới biết ranh giới quyền có hiệu lực.,AdministratorAccess cho tất cả hoặc một access key dùng chung không tạo least privilege. Không cấp CreateTrainingJob vào runtime role khi job không cần tạo job khác.,Đầu ra: ma trận persona–action–resource và roles đã kiểm thử; giữ ability vận hành trong phạm vi cần thiết.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/security_iam_service-with-iam.html",16/09/2026
D4-P42 — Troubleshoot SageMaker AccessDenied có hệ thống,caller • PassRole • trust • S3 / KMS • deny,Xác định request/caller → kiểm tra assume/pass role → kiểm tra data/key permissions → xác minh mọi deny,Job không tạo được hoặc tạo được nhưng không đọc dataset.,"1. Xác định API đang lỗi, principal/session, resource ARN và thời điểm; phân biệt lỗi tạo job với lỗi trong job.","2. Với tạo job, kiểm tra caller permissions, iam:PassRole phù hợp và trust policy cho SageMaker assume execution role.","3. Với đọc dữ liệu, kiểm tra execution role, S3 bucket/object actions, KMS key policy/permissions và network path.","4. Xem explicit deny, SCP, endpoint/bucket conditions liên quan; sửa phạm vi nhỏ cần thiết và chạy lại kiểm thử.",Mỗi giai đoạn dùng identity và policy khác nhau; khoanh đúng ranh giới giúp sửa nguyên nhân mà không mở quyền toàn hệ thống.,Thêm Allow * không vượt explicit deny; trust policy không thay data permissions; flow ACCEPT không chứng minh IAM cho phép.,ARN/action phải hỗ trợ resource scope cụ thể; không tự sửa production policies khi chưa đánh giá ảnh hưởng.,4.3,Bổ sung Domain 4,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/security_iam_service-with-iam.html",16/09/2026
D4-P43 — Áp governance dev/test/prod bằng Organizations,accounts • OUs • SCP • IAM grant,Tách accounts/OUs → định nghĩa trần quyền → cấp IAM trong giới hạn → thử và theo dõi,Nhiều đội ML cần ranh giới môi trường và policy chung.,1. Xác định accounts dev/test/prod và tổ chức OU theo nhu cầu quản trị.,2. Soạn SCP cho giới hạn hành động phù hợp; kiểm thử ảnh hưởng trước khi áp diện rộng.,3. Cấp permissions IAM cho từng role bên trong giới hạn; SCP không tự cấp quyền dùng dịch vụ.,"4. Kiểm thử effective access, quan sát failures và ghi nhận thay đổi; rà soát khi thêm account/OU.","Governance đặt giới hạn chung trước, IAM cấp việc được làm trong giới hạn ấy.",Chỉ attach SCP Allow rồi kỳ vọng user tự dùng được API là sai; management account không chịu SCP như member accounts.,Đầu ra: hierarchy và permissions có kiểm chứng; lưu ý ngoại lệ service-linked roles và phạm vi SCP.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html",16/09/2026
D4-P44 — Training private với S3 và CloudWatch Logs,private subnet • S3 gateway • Logs interface • scoped role,Thiết kế private dependencies → tạo đúng endpoint → scope network/IAM → chạy thử job,Training dữ liệu tài chính không cần internet nhưng phải đọc S3 và ghi log.,1. Xác định dependencies và data paths; chọn customer VPC/subnets và routes cho cấu hình job được hỗ trợ.,2. Tạo S3 gateway endpoint và associate route tables; tạo interface endpoint cho CloudWatch Logs và các API cần thiết.,"3. Scope endpoint policies/SG/IAM/KMS theo bucket, log destination và role; kiểm tra DNS/routes.","4. Chạy thử đọc input, ghi artifact/log; xác minh public egress không mở ngoài yêu cầu và điều tra lỗi bằng log thích hợp.",Endpoint phải tồn tại và route/DNS/quyền phải đúng trước khi job cần chúng; mỗi dependency cần loại endpoint phù hợp.,NAT gateway không đáp ứng yêu cầu không có internet; gọi mọi endpoint là interface ENI cũng sai.,VpcConfig kiểm soát kết nối tới VPC; EnableNetworkIsolation là yêu cầu khác phải đánh giá riêng.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html
https://docs.aws.amazon.com/sagemaker/latest/dg/mkt-algo-model-internet-free.html",16/09/2026
D4-P45 — Chỉ gọi endpoint inference qua đường private phù hợp,Runtime interface endpoint • InvokeEndpoint • endpoint policy,Tạo Runtime VPCE → cấu hình DNS/SG → hạn chế invocation → kiểm tra các đường truy cập,Client trong VPC cần gọi SageMaker model qua private service API.,"1. Xác định client VPC, endpoint model và Region; tạo interface endpoint SageMaker Runtime được hỗ trợ.","2. Cấu hình endpoint ENIs, security group và DNS để client đi đúng private path.",3. Cấp IAM InvokeEndpoint cho model ARN cần dùng; thêm VPC endpoint policy giới hạn principal/action/resource khi được hỗ trợ.,"4. Kiểm thử private invocation; nếu yêu cầu bắt buộc VPCE, đánh giá thêm IAM/resource conditions phù hợp để chặn đường ngoài VPCE.",Private connectivity tạo đường mạng; IAM/policy xác định authorization; phải test cả đường đi thay thế.,VPC endpoint policy không gắn trực tiếp vào model inference endpoint và không tự chặn public API path ngoài VPCE.,Khả năng policy khác theo endpoint/API; không suy rộng từ Runtime chuẩn sang mọi biến thể FIPS.,4.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/sagemaker/latest/dg/interface-vpc-endpoint.html",16/09/2026
