D3-P24 — Chọn cách cấp phát và tối ưu chi phí,variable demand • steady baseline • capacity guarantee,Đo nhu cầu → tách cost/capacity → chọn phương án → kiểm chứng,Thiết kế compute cho workload thay đổi hoặc ổn định mà không nhầm cam kết giá với giữ chỗ phần cứng.,"Xác định tải nền, mức burst, thời gian chạy, yêu cầu availability và mức chịu gián đoạn. Benchmark loại instance phù hợp model.","Chọn On-Demand cho linh hoạt, Spot cho phần chịu gián đoạn; đánh giá commitment cho usage đủ ổn định. Nếu cần giữ chỗ, xác định capacity mechanism riêng.","Kiểm tra plan áp đúng dịch vụ/usage, AZ/instance attributes của reservation và quota; ước tính cả tiền capacity nhàn rỗi.","Triển khai, đo hiệu năng/chi phí, kiểm tra coverage và điều chỉnh. Dọn tài nguyên test theo vòng đời.",Phải biết nhu cầu và độ ổn định trước khi cam kết; cost và availability cần tiêu chí riêng.,"Savings Plans không tăng tốc phần cứng, không tự reserve capacity; On-Demand không bảo đảm mọi launch thành công.",Số lượng/giá do workload và điều khoản hiện hành quyết định; không có lựa chọn duy nhất đúng cho mọi môi trường.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P25 — Tạo endpoint bằng CloudFormation,template • role/model/config/endpoint • dependencies,Template + parameters → create stack → theo dõi → kiểm thử endpoint,Tạo deployment SageMaker lặp lại bằng định nghĩa khai báo.,"Chuẩn bị image/artifacts và IAM role hoặc định nghĩa role trong template; khai báo Resources với Model, EndpointConfig, Endpoint và tham chiếu đúng.",Truyền parameters cho môi trường; CloudFormation suy ra dependency từ Ref/GetAtt hoặc DependsOn. Có thể dùng Mappings/FindInMap cho giá trị theo Region.,"Tạo stack bằng console/CLI/API; theo dõi stack events đến trạng thái hoàn tất, xử lý lỗi nếu có và đọc Outputs.","Chờ endpoint InService, thử payload hợp lệ, kiểm tra quyền/network và load test. Ghi version template để review lần cập nhật.","EndpointConfig cần tham chiếu model, endpoint cần cấu hình serving; engine khai báo quyết định thứ tự theo dependency.",Upload artifact lên S3 chưa tạo endpoint; không cần chọn imperative chỉ vì có thứ tự resource.,Không yêu cầu image upload phải trước artifact upload nếu hai việc độc lập; cả hai phải sẵn sàng trước bước sử dụng.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P26 — Cập nhật stack qua change set,proposed template • preview • replacement • execute,Sửa template → tạo change set → review → execute/verify,Thay hạ tầng đang phục vụ mà thấy trước tác động.,"Lấy phiên bản template hiện hành và parameters; sửa mục cần thiết, kiểm tra schema và dependency.",Tạo change set cho stack đích; xem tài nguyên thêm/sửa/xóa và mục có khả năng replacement.,"Review tác động availability, dữ liệu, IAM và capacity; thực thi change set đã chọn khi thay đổi phù hợp yêu cầu.","Theo dõi stack events, health check và metric ứng dụng. Xử lý rollback theo trạng thái và giữ dữ liệu cần thiết.",Preview tạo cơ hội phát hiện thay đổi lớn trước khi thực thi; kiểm thử sau deploy mới xác nhận hệ thống hoạt động.,Tạo change set không tự update; rollback không mặc định khôi phục mọi dữ liệu hoặc mọi thay đổi ngoài stack.,Chỉ cập nhật stack đúng môi trường; policy retention và loại resource ảnh hưởng kết quả rollback/replacement.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P27 — Chia stack và truyền outputs,identity → network → shared → backend → frontend,Thiết kế ownership → deploy nền → export/import → deploy consumer,Các nhóm muốn dùng chung network và tài nguyên nền nhưng phát hành backend độc lập.,"Chia stack theo trách nhiệm/vòng đời; xác định tài nguyên shared và dependency, tránh vòng phụ thuộc.",Triển khai foundation stack; export giá trị cần dùng như subnet ID hoặc security group ID.,Consumer stack import output theo cơ chế được hỗ trợ; truyền vào resource properties của backend/endpoint.,"Deploy consumer, kiểm tra tham chiếu và chức năng. Khi thay foundation, xét mọi consumer trước khi sửa/xóa export.",Phải có resource nền và giá trị tham chiếu hợp lệ trước khi consumer sử dụng chúng.,Copy cùng VPC vào mọi template gây trùng hạ tầng; Outputs không tự cấp quyền truy cập tài nguyên.,Năm lớp trong bài là một ví dụ. Export/ImportValue truyền thống có phạm vi và ràng buộc cùng account/Region.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P28 — Vòng đời triển khai AWS CDK,init • bootstrap • synth • diff • deploy,init → viết constructs/bootstrap → synth/test/diff → deploy,Dùng Python hoặc TypeScript để tự động cấp phát hạ tầng.,"Chạy cdk init để tạo project; chọn language, app và cách tách stacks. Viết constructs phù hợp L1/L2/L3.",Bootstrap môi trường account/Region khi cần để có tài nguyên hỗ trợ deployment; cấp quyền và cấu hình assets.,Synth CloudFormation templates; chạy kiểm thử code/template và cdk diff để xem thay đổi với deployment hiện có.,cdk deploy để CloudFormation tạo/cập nhật stack; kiểm tra endpoint và ứng dụng. cdk destroy chỉ dùng cho stack không còn cần theo retention policy.,"CDK sinh định nghĩa, CloudFormation triển khai; project local và môi trường AWS là hai bước chuẩn bị khác nhau.",cdk synth không triển khai application resources; bootstrap không thay deploy; deploy không phải mọi lời gọi service API trực tiếp từ code.,Có thể viết code trước hoặc sau bootstrap; bootstrap phải sẵn sàng trước deployment cần nó. Không dọn production chỉ vì pipeline kết thúc.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P29 — Đóng gói và kiểm thử BYOC hosting,ENTRYPOINT • 8080 • model path • ping/invocations,Chọn base image → thêm handler → kiểm thử contract → push/deploy,Prebuilt image chưa đáp ứng framework/dependency hoặc logic preprocessing.,"Kiểm tra có thể dùng image sẵn và script trước; nếu cần, extend image hoặc xây BYOC với dependency/version được kiểm soát.","Cài server/ENTRYPOINT, load model từ /opt/ml/model; phục vụ POST /invocations và health check GET /ping trên 8080.","Kiểm thử local startup, model load, payload/content type, health và lỗi; đánh giá concurrency, memory và timeout.","Build/version image và push ECR; triển khai thử trên SageMaker, xác nhận health và dự đoán rồi mới dùng production.","Container phải tương thích contract trước khi hosting có thể phục vụ; ECR chỉ lưu image, không kiểm chứng model đúng.","Chạy server 8000, thiếu model loader hoặc /ping luôn 200 khi model chưa sẵn sàng đều có thể gây lỗi. Không bắt buộc Nginx/Gunicorn/Flask.",Giới hạn request/response phụ thuộc API; xem mục giới hạn nguồn. Training image không tự là inference image hợp lệ.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P30 — SDK deployment v2 và v3,version-aware • train/build • deploy • invoke,Chọn version → chuẩn bị model → deploy → predict/invoke,Tự động hóa deployment mà không trộn class/method giữa SDK versions.,"Xác định code dùng v2 hay v3 và pin dependencies. Chuẩn bị trained model/artifact, serving configuration và role phù hợp.","V2: dùng Estimator/Model theo workflow. V3: tạo ModelBuilder và gọi build; nếu training trước đó, dùng ModelTrainer.train theo API v3.",Gọi deploy với compute hoặc inference_config đúng version/mode; chờ endpoint sẵn sàng.,"V2 gọi predictor.predict; v3 gọi endpoint.invoke. Kiểm tra payload serialization, output và dọn endpoint test khi hết dùng.",Phải có model deployable trước serving resource; inference chỉ thực hiện khi endpoint đã sẵn sàng.,Processor.run là processing; Estimator.fit là training v2. ModelBuilder.build không đồng nghĩa đã có endpoint nhận request.,"Đây là sơ đồ khái niệm hai nhánh version, không phải một đoạn code có thể trộn các lớp của chúng.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P31 — Cho model truy cập database trong VPC,VpcConfig • subnets • security groups • ENIs,Xác định dependency → cấu hình VPC/model → quyền/route → test,Inference handler cần truy vấn dữ liệu từ database riêng.,"Xác định database/subnets/AZ và luồng outbound cần thiết; chuẩn bị routes, security groups và chính sách IAM liên quan.",Tạo model với VpcConfig gồm subnet IDs và security group IDs; SageMaker cấu hình ENI theo thông tin này.,Cho phép kết nối tối thiểu tới database và artifact/data stores cần dùng. Không bật network isolation nếu handler bắt buộc tự gọi mạng.,"Deploy endpoint rồi thử request sử dụng dependency; phân biệt lỗi DNS, route/SG, IAM và lỗi ứng dụng.","VpcConfig phục vụ luồng model→VPC resource, nên phải xác định dependency và các quyền trước khi kiểm thử inference.",Chỉ tạo Runtime PrivateLink không tự cho container truy cập database; tăng instance không sửa security group sai.,Production nên có nhiều instance và subnet ở nhiều AZ theo yêu cầu HA; database access và client invocation được kiểm tra riêng.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P32 — Gọi SageMaker endpoint qua mạng riêng,Runtime interface endpoint • private DNS • IAM,Interface endpoint → DNS/SG/policy → invoke → verify,Client trong VPC không được gửi inference qua public internet.,Tạo interface VPC endpoint đúng dịch vụ SageMaker Runtime trong subnet phù hợp; cấu hình security groups cho nguồn client.,Bật private DNS khi phù hợp và xác minh cấu hình DNS; đặt endpoint/IAM permissions để client chỉ gọi endpoint được phép.,Client dùng AWS SDK gọi Runtime API; traffic đi từ private endpoint tới hosted model rồi trả kết quả.,"Kiểm tra DNS/private IP, đường mạng, quyền và kết quả inference. Bổ sung endpoint dịch vụ khác chỉ cho luồng thật sự cần.",Đường client→Runtime khác đường container→dependency; lựa chọn endpoint phải khớp API được gọi.,VpcConfig hoặc S3 endpoint một mình không làm inference API invocation private; PrivateLink không bỏ IAM authentication.,Không cần NAT/IGW trên đường PrivateLink này; API quản lý SageMaker và API Runtime có service endpoints riêng.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P33 — Thiết lập autoscaling từ load test,benchmark → saturation → target/policy → validate,Load test → chọn metric/target → min/max/policy → thử scale,"Traffic biến động, cần giữ latency và giảm idle cost.","Dùng request đại diện để tăng tải, đo latency và tìm tài nguyên/áp lực công việc bão hòa trước: CPU, memory, invocations, GPU hoặc queue.","Chọn metric phù hợp và target có headroom dưới điểm latency xấu; cân nhắc target tracking, step hoặc scheduled scaling theo đặc điểm tải.","Đăng ký scalable target và đặt min/max/cooldown. Duy trì baseline HA; nếu có VPC, dùng subnet ở nhiều AZ phù hợp.","Chạy lại burst/sustained/scale-in tests; theo dõi scaling events, latency, errors, queue và chi phí rồi tinh chỉnh.","Chính sách phải dựa trên nút thắt đo được và thời gian sẵn sàng capacity, không chỉ nhìn CPU theo thói quen.",Không skip load test rồi đặt CPU 90% cho mọi model; fixed peak capacity lãng phí khi tải thấp; scheduled-only không theo kịp burst ngoài lịch.,"Target tracking cần metric có quan hệ thích hợp với capacity. Latency thường là tiêu chí đánh giá, không phải mặc định target metric.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P34 — Scale GPU/LLM trước khi nghẽn,safe concurrency • warm baseline • loading delay,Benchmark tokens/concurrency → target sớm → warm/scheduled capacity → verify,LLM thêm GPU instance nhưng vẫn timeout khi traffic tăng.,"Đo model weights, runtime/KV cache và concurrency an toàn trên candidate GPU với context/output lengths đại diện.",Đo thời gian launch/image pull/weights load; chọn metric GPU/queue/concurrency và target đủ sớm so với điểm bão hòa.,Giữ minimum warm capacity cho availability và hấp thụ spike; dùng scheduled pre-scaling khi biết giờ cao điểm.,"Thử burst trong thời gian model đang load; kiểm tra readiness, tail latency và scale-in để không giữ GPU idle quá lâu.",Instance launch chưa đồng nghĩa đã có capacity phục vụ; phải bù phần thời gian tải model lớn.,CPU thấp không chứng minh còn capacity GPU; chỉ tăng max instances không bảo đảm scale kịp hoặc model vừa bộ nhớ.,"Bài học ví dụ safe 8 concurrent, target 5, min 2; chỉ dùng sau benchmark, không coi là cấu hình tiêu chuẩn.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P35 — Provision vector store cho knowledge base,backend choice • dimension/fields • permissions • sync,Yêu cầu retrieval → vector backend/index → KB config → ingest/test,Tạo customer-managed KB khi cần quyết định backend và embedding.,"Xác định search strategy, ngôn ngữ, latency/cost, nguồn và nền tảng hiện có; chọn quick-create hoặc store tương thích sẵn có.","Chọn embedding model/dimensions; chuẩn bị vector/text/metadata fields, index, network và permissions của backend.","Tạo KB và data source; cấu hình chunking, metadata và kết nối store. Sync để parse/chunk/embed/index dữ liệu.","Chờ ingestion hoàn tất rồi query test, kiểm tra độ liên quan, source mapping, filter và chi phí. Định nghĩa lần sync tiếp theo.",Embedding dimensions và schema phải khớp trước khi ingestion có thể tạo index dùng được; tạo KB chưa đồng nghĩa dữ liệu đã searchable.,S3 source bucket không tự là vector index; quick-create không làm mọi backend có cùng hybrid/graph/filtering features.,"Module nêu OpenSearch Serverless, Aurora PostgreSQL Serverless, Neptune Analytics và S3 Vectors cho quick-create; xác nhận hỗ trợ tại triển khai.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P36 — Thiết kế retrieval theo bốn yêu cầu,freshness • citations • latency budget • authorized scope,Yêu cầu → ingestion/schema → query controls → evaluation,"HR assistant cần tài liệu mới, câu trả lời có nguồn, nhanh và đúng phạm vi người dùng.","Ghi rõ SLA freshness, mức cần traceability/citation, latency/cost budget và audience được phép truy cập.",Thiết kế sync frequency/trigger và xác nhận completion; gắn metadata cần lọc ở ingestion; chọn chunking/model/store tương thích.,"Tại query, backend xác định scope được phép, áp filters, retrieve số candidate phù hợp, rerank khi lợi ích đáp ứng budget và generate có nguồn.","Đo end-to-end trên query set gồm thay đổi tài liệu, exact terms, ngôn ngữ và tình huống sai scope; điều chỉnh từng lever theo kết quả.",Metadata phải có trước khi filter; dữ liệu phải sync hoàn tất trước khi truy xuất; relevance/citation cần kiểm tra thực tế.,Tăng top-k không thay authorization; rerank không làm nguồn mới hơn; citation không tự chứng minh đáp án chính xác.,"Ví dụ module policy trong 1 ngày, dưới 3 giây và country filter là yêu cầu minh họa, không limit của dịch vụ.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P37 — State của agent từ event đến recall,actor/session • retention • extraction • restore,Thiết kế scope → ghi events/state → extract/retrieve → dựng context,"Agent phải nhớ trong hội thoại, giữa nhiều phiên và khi mất kết nối.","Phân loại dữ liệu: current task/conversation, user preference dài hạn, tài liệu chung của KB; xác định identity/scope và thời hạn phù hợp.",Ghi events/task progress vào store bền vững với actor/session IDs; không chỉ giữ biến trong memory runtime.,Cấu hình long-term strategies/namespaces nếu cần; chờ extraction bất đồng bộ rồi retrieve facts/preferences phù hợp; raw events dùng để reload hội thoại.,"Dựng context cho lượt/phiên mới, kiểm tra reconnect và cách xóa/retention. Lưu quyền và nguồn quyết định trong backend đáng tin.",Compute session có thể kết thúc trước event retention; ghi dữ liệu cần phục hồi phải xảy ra trước khi mất runtime.,Không để policy chung vào mọi user memory; không coi short-term tự xóa khi session kết thúc hoặc long-term tự có khi chưa cấu hình strategy.,"Bài học raw-event retention tối đa 365 ngày; timeout runtime, turn limit và retention là ba control khác nhau.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P38 — Triển khai supervisor và specialist agents,independent runtimes • A2A • scoped tools/state,Chia trách nhiệm → deploy agents → identity/tools/state → trace/test,Agent nhiều tool quá khó quản lý hoặc nhiệm vụ cần quyền/vòng đời khác nhau.,"Chia supervisor và specialist theo tác vụ; xác định task/result contracts, trách nhiệm giữ workflow progress và điều kiện dừng.",Host agents riêng trên runtime phù hợp; cấu hình giao tiếp A2A tương thích để trao đổi nhiệm vụ/kết quả giữa framework.,"Tập trung tool integration qua Gateway cho agent được phép; cấp identity riêng và scope memory tách biệt, chỉ chia context cần dùng.","Theo dõi trace xuyên supervisor/specialist; thử failure, timeout, retry và cập nhật độc lập từng agent.",Phải định nghĩa responsibility và interface trước khi tích hợp; identity/state scoping ngăn quyền hoặc context bị dùng sai.,Một container chung không bắt buộc để cộng tác; A2A không thay MCP tool access hoặc IAM; thêm agent không tự tăng chất lượng.,"Nội dung là kiến trúc học tập. Số agent được chọn theo nhu cầu, không phải yêu cầu triển khai của mọi hệ thống.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P39 — Tool rate limit và queue overflow,SQS before Lambda • controlled consumers • idempotency,Đo downstream → queue → giới hạn consumer → retry/complete,Agent tạo support ticket phải chịu burst mà không làm quá tải API phía sau.,Xác định giới hạn requests/concurrency/latency của từng downstream; đặt ngân sách riêng cho từng tool.,Cho create_ticket nhận việc qua SQS hoặc kiến trúc queue rõ ràng thay vì gọi thẳng mọi request xuống API.,"Cấu hình consumer/Lambda concurrency theo downstream; idempotency cho action tạo ticket, retry/backoff và DLQ cho thất bại kéo dài.","Theo dõi backlog/age, completion và errors; trả trạng thái accepted/pending rồi báo kết quả khi xử lý xong.","Queue nhận burst trước, consumer xử lý trong giới hạn sau; như vậy overflow thành chờ xử lý có kiểm soát.","Chỉ giảm concurrency Lambda cho đường synchronous không tự có SQS; queue không bỏ quota, duplicate hay nhu cầu timeout.","Walkthrough 100/500/50 concurrent là ví dụ cho ba tool, không phải quota Lambda hoặc ServiceNow cố định.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P40 — Walkthrough IT helpdesk có human handoff,KB • session state • 4 tools • backpressure,KB retrieval → agent context/tools → giới hạn và queue → handoff/observability,"Trợ lý IT phục vụ doanh nghiệp, trả lời policy, troubleshooting, tạo ticket và chuyển người hỗ trợ.","Ingest tài liệu SharePoint vào KB; ví dụ dùng hierarchical parent 1500/child 300 tokens, Titan V2 1024 dimensions và OpenSearch Serverless; sync theo freshness yêu cầu.","Cấu hình state/context và bốn tool: search_knowledge_base, create_ticket, check_system_status, escalate_to_human; xác định quyền mỗi tool.","Áp dụng policy ứng dụng: xác nhận trước tạo ticket, troubleshooting trước escalation theo kịch bản; giới hạn concurrency từng tool, SQS trước tool rate-limited.","Khi cần handoff, chuyển history/status phù hợp sang Amazon Connect; trace/monitor toàn chuỗi và lưu resolved issues theo user nếu được phép.","Retrieval, state, tools và downstream có vòng đời/giới hạn khác nhau; cần thiết kế theo nút thắt từng thành phần.","30 phút/20 turns,1500/300 tokens và 100/500/50 concurrency là cấu hình ví dụ. Các guardrail nghiệp vụ cần code/backend, không chỉ prompt.",Video Traditional Infrastructure trong module có transcript lệch sang chọn modeling approach; phần ghi chú của walkthrough đó chỉ dùng nội dung văn bản provisioning đúng chủ đề.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P41 — Walkthrough provisioning fraud detection,CDK Python • extended image • private network • ML metrics,Code hạ tầng → image/handler → private deployment → load/scaling tests,Phần văn bản walkthrough minh họa provisioning hệ thống phát hiện gian lận.,"Định nghĩa hạ tầng bằng CDK Python, tách cấu hình môi trường và kiểm thử code/template. Xác định dependency network/IAM/storage.","Extend prebuilt inference image bằng custom handler cho preprocessing; kiểm thử contract và version image trong ECR, tham chiếu image/artifact từ model.","Deploy model/endpoint với cấu hình private subnet, service endpoints và security groups theo từng luồng cần truy cập.","Load test và theo dõi invocations per instance cùng ModelLatency; chọn scaling metric phù hợp, kiểm tra health/network và đường rollback.","Mã tái lập, container đúng contract và network đúng đường phải có trước khi scaling có thể duy trì endpoint hoạt động.",Không dùng transcript video lệch nội dung sang 'Choose Modeling Approaches' làm căn cứ cho pipeline này. ModelLatency không mặc định là target tracking metric phù hợp.,Không suy đoán chi tiết ba workload không được phần văn bản mô tả. Image reference thuộc model configuration; endpoint config tham chiếu model.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B,15/09/2026
D3-P42 — Source commit đến production có approval,continuous delivery • source/build/test/approve/deploy,Commit → source revision → build/test → staging → approval → production → monitor,Tạo release lặp lại từ source code và artifact có version.,1. Commit/merge vào repository/branch đã cấu hình; CodeConnections cung cấp source cho CodePipeline; pin revision.,"2. CodeBuild chạy buildspec, unit/integration/regression tests và tạo package/image; lưu artifact S3/ECR có định danh.","3. Provision/deploy staging, kiểm tra runtime và quality; approval gate chỉ mở sau khi điều kiện đạt.",4. Deployment action phù hợp target phát hành artifact đã kiểm thử; monitor và rollback nếu alarm/kiểm tra yêu cầu.,Phải tạo và kiểm thử artifact trước khi duyệt phát hành; production dùng đúng candidate đã duyệt.,"CodePipeline điều phối, CodeBuild build; CodeDeploy không phải target native cho SageMaker endpoint.",Continuous deployment có thể bỏ manual gate cuối nhưng vẫn giữ automated validation. Không tự deploy lại artifact khác sau approval.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/TY6PBD6U4C/aws-ml-engineer-associate--automated-orchestration-and-cicd/XSJPCRXXQ6,15/09/2026
D3-P43 — Khoanh vùng lỗi CI/CD,failing stage • logs • IAM principal • artifact access,History → failing action → logs/error → role/config/input → fix → rerun,"Pipeline fail, đặc biệt tải artifact S3 có AccessDenied.",1. Xem pipeline history để xác định stage/action và revision bị lỗi; tránh sửa toàn pipeline theo phỏng đoán.,"2. Build: đọc CloudWatch logs/buildspec/env. Deploy EC2: đọc CodeDeploy logs, AppSpec, agent và instance health.","3. Xác định principal thật gọi S3/KMS; kiểm tra service role và instance profile theo đường request, policies và network.",4. Sửa nguyên nhân; chạy lại action/run phù hợp; kiểm tra deployment outcome. Dùng CloudTrail truy thay đổi cấu hình liên quan.,Lỗi cụ thể chỉ ra kiểm tra cần làm; explicit deny không được chữa bằng tăng timeout.,"Restart agent, xóa/upload lại artifact hoặc tăng timeout không sửa quyền bị từ chối.","Không mở quyền rộng chỉ để hết lỗi. CodeDeploy agent kiểm tra trên EC2/on-prem, không áp cùng yêu cầu cho Lambda/ECS.",3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/TY6PBD6U4C/aws-ml-engineer-associate--automated-orchestration-and-cicd/XSJPCRXXQ6,15/09/2026
D3-P44 — Thiết lập automated test gates,define • implement • integrate • monitor,Test cases → test implementation → stage gates → results/alerts,"Tự động kiểm tra code, model và integration trong release workflow.","1. Xác định case đại diện, expected properties, edge cases và mức test: unit, integration, regression.","2. Viết test bằng framework phù hợp; kiểm soát fixtures/test data, versions và external side effects.","3. Tích hợp vào CI/CD sau commit/model update; quy định failure chặn stage nào, lưu reports.","4. Theo dõi kết quả, cảnh báo, phân tích false positives/regressions và cập nhật suite theo lỗi production.",Phải biết tiêu chí trước khi gọi tool; test có giá trị khi pipeline sử dụng kết quả để quyết định.,Chỉ chạy tests nhưng bỏ qua exit/status không tạo gate. Regression test không phải regression model.,Automated tests hỗ trợ nhanh/nhất quán/coverage/early detection; không bảo đảm đầy đủ nếu test cases thiếu.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/TY6PBD6U4C/aws-ml-engineer-associate--automated-orchestration-and-cicd/XSJPCRXXQ6,15/09/2026
D3-P45 — Blue/green canary native của SageMaker,small share first • bake • remainder • alarms,Alarms/config → green fleet → canary share → bake → remainder → cleanup,Phát hành model endpoint với exposure ban đầu nhỏ.,"1. Tạo endpoint configuration candidate; xác định alarm, canary size, wait intervals và fallback trước update.","2. SageMaker tạo green; chuyển phần traffic canary sang green, phần còn lại vẫn dùng blue.",3. Trong baking period theo dõi alarm. Alarm breach → rollback; không breach → chuyển phần còn lại sang green.,4. Hoàn tất kiểm tra/wait theo cấu hình rồi dọn blue; ghi version/config đã phát hành và kết quả.,Cần giữ blue trước khi biết green đủ ổn định; native canary có hai lần chuyển traffic.,5%→25%→100% không phải native CANARY hai bước. All-at-once không có pha share nhỏ trước.,Kiểm tra guardrail exclusions; chi phí hai fleet trong giai đoạn chồng lấp. Thời gian rollback không phải SLA cố định.,3.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/TY6PBD6U4C/aws-ml-engineer-associate--automated-orchestration-and-cicd/XSJPCRXXQ6
https://docs.aws.amazon.com/sagemaker/latest/dg/deployment-guardrails-blue-green-canary.html",15/09/2026
D3-P46 — Rolling update ít capacity bổ sung,large fleet • batch replacement • 5–50%,Select batch/alarm → create batch → shift/bake → retire batch → repeat,Endpoint nhiều instance hoặc GPU khó có capacity cho fleet kép.,"1. Benchmark/chọn batch size và baking period; kiểm tra endpoint support, alarm và rollback configuration.",2. Provision một batch candidate và chuyển phần traffic tương ứng.,"3. Bake; nếu đạt thì retire batch old tương ứng, tiếp tục batch tiếp theo. Nếu alarm thì rollback theo policy.","4. Kiểm tra endpoint InService, metric và toàn bộ version/config cuối; điều tra nếu UpdateRollbackFailed.",Dọn từng batch cũ giảm capacity tạm so với dựng toàn fleet mới.,Không giữ cả green fleet đầy đủ như blue/green. Batch nhỏ giảm overhead nhưng thường kéo dài rollout.,"Module/docs nêu batch 5–50%; actual resources, capacity và rollback behavior phải kiểm tra.",3.3,Mở rộng từ bài học,"https://skillbuilder.aws/learn/TY6PBD6U4C/aws-ml-engineer-associate--automated-orchestration-and-cicd/XSJPCRXXQ6
https://docs.aws.amazon.com/sagemaker/latest/dg/deployment-guardrails-rolling.html",15/09/2026
D3-P47 — Step Functions điều phối ML nhiều dịch vụ,state machine • tasks • conditions • retry/catch,Trigger → preprocess → train → evaluate → gate → deploy → verify,Workflow theo lịch hoặc sự kiện với state/error handling rõ ràng.,"1. EventBridge hoặc CodePipeline khởi động state machine với data URI, compute settings và acceptance thresholds.",2. Task gọi preprocessing/training/evaluation bằng service integrations; cấu hình chờ job và Retry/Catch phù hợp.,"3. Choice/gate chặn model không đạt; model đạt được đăng ký/duyệt theo policy rồi tạo/cập nhật model, endpoint config và endpoint.","4. Kiểm tra availability và output qua test phù hợp, log kết quả và xử lý cleanup tài nguyên tạm.",Evaluation cần artifact train; deployment cần kết quả và approval; endpoint cần sẵn sàng trước invocation test.,Một Lambda invocation dài không thay state machine; CodeBuild script tuần tự không có cùng mô hình điều phối/trạng thái.,SageMaker Pipelines cũng phù hợp ML-native; chọn theo orchestration requirements. Step Functions không tự chạy thuật toán trong control plane.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/TY6PBD6U4C/aws-ml-engineer-associate--automated-orchestration-and-cicd/XSJPCRXXQ6,15/09/2026
